artist,popularity,followers,genres
Dijon,59,375094,bedroom soul
Aaron Dessner,37,12211,
Goblin Quartet,42,209,
Jimi Hendrix,70,6957348,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock"
Tesla,52,965654,"album rock, glam metal, hard rock, sacramento indie"
James Ingram,61,669354,quiet storm
Carey Washington,47,1261,
Martell,31,2021,deep pop edm
Ghostface Killah,65,952852,"east coast hip hop, hardcore hip hop"
Tom Petty and the Heartbreakers,70,2889866,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock"
Lizzo,70,5710101,"escape room, minnesota hip hop, pop, trap queen"
War,60,476312,"classic soul, funk, motown, p funk, soul"
Eli Janney,0,5,
Róisín Murphy,54,382213,"art pop, electronica, electropop, neo-synthpop, trip hop"
49 Feet High,0,126,
5Star,48,21965,
Joshua Bassett,59,1091684,singer-songwriter pop
Camila Cabello,83,34209288,"dance pop, pop"
Danger Mouse,65,250003,"alternative hip hop, mashup"
Larynx,14,46,
Madison Bailey,43,37822,
Bruce Springsteen,80,6700348,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter"
Ciara,72,6854059,"dance pop, hip pop, pop, r&b, urban contemporary"
Miguel Veloso,63,4323,
CoCo Lee,46,130062,"mandopop, taiwan pop"
Janelle Monáe,68,1481391,"afrofuturism, alternative r&b, atl hip hop, neo soul, r&b"
Marisa Blanes,21,397,
Niko Rubio,41,13526,gen z singer-songwriter
Cardi B,80,24770146,"pop, rap"
Erich Wolfgang Korngold,37,15264,"classic soundtrack, early modern classical"
Angel Snow,34,11013,"alternative americana, indie folk"
Kylie Minogue,75,2106222,"australian dance, australian pop, dance pop, eurodance, new wave pop"
Mark Barlow,49,40921,
The Heartbreakers,20,19911,
Snuffed on Sight,42,44731,slam death metal
Jordi Savall,54,134773,"classical performance, early music, musica antigua, viola da gamba"
Flamingo,29,3514,
T.I.,76,4908664,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
Lizzo,70,5710101,"escape room, minnesota hip hop, pop, trap queen"
Angel Olsen,53,492939,"alternative americana, art pop, chamber pop, countrygaze, dream pop, experimental pop, indie pop, indie rock, noise pop, singer-songwriter"
Childish Gambino,81,13632628,"atl hip hop, hip hop, rap"
Vino Nuevo,55,171358,"latin christian, latin worship"
Reginae Carter,36,1069,
Jesus is King,5,35,
Taylor Momsen,45,7418,
Simon Le Bon,30,3529,
Incredible Bongo Band,38,39492,"bboy, instrumental funk, rare groove"
Julien Baker,68,501741,"ambient folk, indie pop"
Khalid,85,16490775,"pop, pop r&b"
Murphy Lee,55,235118,"dirty south rap, st louis rap"
Kylie Minogue,75,2106222,"australian dance, australian pop, dance pop, eurodance, new wave pop"
BRATBOLT,24,28,
Rauw Alejandro,94,24888261,"puerto rican pop, reggaeton, trap latino, urbano latino"
Anthem Worship,59,26201,
Katy Perry,86,35249477,pop
Martin Czerny,58,13480,
Aaron May,71,582389,conscious hip hop
Ben Burgess,43,7906,texas country
Taylor Girlz,46,222600,trap queen
The Clark Sisters,43,295415,gospel
Eric Clapton,73,6106863,"album rock, blues rock, classic rock, electric blues, mellow gold, rock, singer-songwriter, soft rock"
Travis Scott,94,35213935,"rap, slap house"
KP6400,0,0,
Roses Versatile,18,39,
Brian Eno,62,774163,"abstract, ambient, art pop, art rock, compositional ambient, experimental, experimental ambient, fourth world, glam rock, minimalism, singer-songwriter"
Noel Gallagher's High Flying Birds,61,974998,britpop
Aretha Franklin,72,3524129,"classic soul, jazz blues, memphis soul, soul, southern soul, vocal jazz"
Madonna,81,8234718,"dance pop, pop"
Hades66,75,929497,"trap latino, urbano latino"
Gary Young,3,585,experimental indie rock
Paul McCartney,77,4983473,"classic rock, mellow gold, rock, soft rock"
Kim Petras,75,1140950,"alt z, dance pop, pop, transpop"
Halsey,83,21786345,"electropop, etherpop, indie poptimism, pop"
Taylor S Brooks,53,75,
Young Miko,80,3603660,"trap latino, urbano latino"
Daryl Hall & John Oates,77,2577569,"album rock, classic rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock"
Geordie Greep,55,61907,crank wave
Shut Up and Dance,21,13020,"britcore, hardcore techno, old school uk hip hop, rave"
Shawn Combs,2,52,
Agatha Christie,48,309041,"classic russian rock, russian punk, russian rock"
Seyi Sodimu,8,1217,naija old school
Courtney Love,43,249322,alternative rock
Stray Kids,86,17577595,"k-pop, k-pop boy group, pop"
Charles Esten,40,32200,country pop
Tyrone Davis,42,185079,"chicago soul, southern soul"
Rachel Chinouriri,61,229310,"indie pop, uk pop"
Ed Sheeran,90,117757199,"pop, singer-songwriter pop, uk pop"
UGK,61,926287,dirty south rap
Moose Tube,30,5118,
Jazzy Nostalgia,17,70,
Lena Dunham,7,1457,
Jenna Barrientes,42,482,
Pete Kuzma,41,11243,new tribe
David Bowie,78,10960618,"art rock, classic rock, glam rock, permanent wave, rock"
Kim Petras,75,1140950,"alt z, dance pop, pop, transpop"
Salute the Soldier,11,1753,
Paul Oakenfold,51,218044,trance
Ashlee Simpson,49,978331,"dance pop, post-teen pop"
Allan Massay,18,1060,musica brasiliense
Billy Corgan,34,48210,alternative rock
Momma,48,71499,"bubblegrunge, indie rock, small room"
Various (RS Live 2013 - RS Meeting Concert Return),0,6,
Bon Iver,78,3745446,"chamber pop, eau claire indie, indie folk, melancholia, modern rock"
Taylor Swift,100,127838324,pop
Stiffed,10,2612,black punk
Colin Stough,42,53530,
FoulOutJayk,41,4010,
Chaka Khan,65,1672166,"disco, funk, neo soul, quiet storm, soul"
Disembodied Tyrant,49,53919,symphonic deathcore
Kate Rockwell,47,5812,show tunes
WESTSIDE BOOGIE,58,337469,"canadian hip hop, deep underground hip hop, indie hip hop, underground hip hop"
Mozarteum Orchestra Salzburg,44,3732,"austrian orchestra, orchestra"
Rashidra Scott,15,61,
Jenna Ortega,22,8977,
Nicki Minaj,87,32918702,"hip pop, pop, queens hip hop, rap"
Stone Sour,65,2959427,"alternative metal, nu metal, post-grunge"
Studio Killers,56,263890,
Amapiano Madness,21,19097,amapiano
Billy Porter,46,41423,
Carla Bley,34,33543,"contemporary post-bop, ecm-style jazz, norwegian jazz"
Chappell Roan,88,4224927,indie pop
Jamaal,24,66,
VUlllGUR,24,6419,riddim dubstep
Billie Eilish,96,103636544,"art pop, pop"
L.R. Davidson,32,289,
Taylor Swift,100,127838324,pop
Ronald Reagan,9,3659,oratory
Cassandra Watson,7,34,
Rich Homie Quan,69,2913209,"atl hip hop, rap, southern hip hop, trap"
Dom Dolla,71,477217,"australian house, deep groove house, house"
Bettye LaVette,54,48428,soul blues
Robert Glasper,60,470311,"contemporary jazz, indie jazz, indie soul, jazz, modern jazz piano, neo r&b, neo soul"
Leonard Cohen,67,3495912,"canadian singer-songwriter, melancholia, permanent wave, singer-songwriter"
Jack O'Neill,20,312,
Lil Uzi Vert,87,18148731,"hip hop, melodic rap, philly rap, rage rap, rap, trap"
Taylor Dayne,57,479671,"freestyle, hi-nrg, new romantic, new wave pop, soft rock, synthpop"
Killer Mike,64,467401,"alternative hip hop, atl hip hop, conscious hip hop, hip hop, old school atlanta hip hop, political hip hop, southern hip hop"
Led Zeppelin,77,14930288,"album rock, classic rock, hard rock, rock"
Taylor Swift,100,127838324,pop
Lorde,78,10106142,"art pop, metropopolis, nz pop, pop"
Daniel Pemberton,58,125661,"british soundtrack, orchestral soundtrack, soundtrack"
George Dickens and the Gospel Disciples,4,3813,contemporary gospel
Beyonce Smith,7,178,
Kanye West,93,28347141,"chicago rap, hip hop, rap"
The Amps,31,31824,"alternative pop, gbvfi, lo-fi, riot grrrl"
Charlie Rapino,3,10,
Miley Cyrus,84,25191516,pop
Gorillaz,81,12451583,"alternative hip hop, modern rock, rock"
Alex Gibney,0,2,
Luke Holland,37,17442,
Mona Lisa,29,13238,contemporary r&b
Jesús Adrián Romero,75,5263947,"latin christian, rock cristiano"
Young Thug,86,10896970,"atl hip hop, atl trap, gangster rap, hip hop, melodic rap, rap, trap"
Grohl,0,0,
James Mantis,20,2481,
Jennifer Hudson,64,2003714,"dance pop, r&b, urban contemporary"
Stephen Morris,27,501,
Lennon Stella,62,388066,"alt z, canadian pop, uk pop"
Cynthia Erivo,80,307645,pop soul
Megan Thee Stallion,83,9998972,"houston rap, pop, rap, trap queen"
LAST CALL,55,1183,
Speech Patterns,37,32206,post-screamo
Sean Kelly,5,75,
Alesha Dixon,40,269158,"europop, talent show"
Corey Taylor,56,630463,"alternative metal, alternative rock, nu metal, post-grunge"
Taylor Swift,100,127838324,pop
Tito Jackson,23,15709,
Fleet Foxes,66,1397565,"chamber pop, folk, indie folk, indie rock, indietronica, modern rock, seattle indie, singer-songwriter, stomp and holler"
Cardi B,80,24770146,"pop, rap"
Michael McCorry Rose,62,75,
clown residue,26,1226,
Alex Lacamoire,74,14259,
Jake Wesley Rogers,39,93160,modern alternative pop
Craig Armstrong,58,87465,"british soundtrack, orchestral soundtrack, soundtrack"
Sylvia,33,18084,classic country pop
Zara Larsson,77,10613312,"pop, scandipop, swedish electropop, swedish pop"
Ryan Gosling,60,259546,hollywood
Tony Iommi,40,41775,
Jane Lynch,26,2654,
Backdrop,0,40,
Mary Elizabeth Winstead,30,1663,
Elvis Presley,83,10111393,"rock-and-roll, rockabilly"
Harry Styles,85,33224687,pop
PARK BYEONG HOON,59,43852,
Mike Campbell & The Dirty Knobs,31,20180,
Elyanna,71,235551,palestinian pop
Fahrenheit 702,9,87,
Andy Taylor,21,7252,
David Lee Roth,49,686797,"album rock, classic rock, glam metal, hard rock"
Budokan,30,45967,"classic thai pop, thai rock"
Kieran the Light,49,118220,maga rap
Fres Asghari,30,1,
Lizzo,70,5710101,"escape room, minnesota hip hop, pop, trap queen"
Andra Day,58,439935,r&b
Sabrina Carpenter,94,16168228,pop
Bad Brains,49,478440,"black punk, dc hardcore, hardcore punk, nyhc, punk"
Céline Dion,79,9160193,canadian pop
Kali Uchis,86,8210959,colombian pop
Jamie Foxx,70,1265933,"contemporary r&b, hip pop, pop rap, r&b, southern hip hop, trap, urban contemporary"
America,70,1845545,"album rock, classic rock, folk rock, mellow gold, soft rock"
Brenda Lee,79,415362,"adult standards, easy listening, lounge, rockabilly"
ZOMBIES – Cast,63,162380,movie tunes
Eric Andre,58,10047,
Hayley Williams,65,749857,art pop
Cuco,70,3065275,"bedroom pop, dream pop"
Sigur Rós,58,1364503,"chamber pop, compositional ambient, dream pop, ethereal wave, icelandic rock, indie rock, melancholia, nordic post-rock, post-rock"
Jessie Murph,76,1150367,"modern country pop, singer-songwriter pop"
Margaret Shu,26,177,
Jung Kook,87,16630239,k-pop
Jerry Garcia,51,352652,"country rock, jam band, jamgrass, roots rock"
Bruce Jackson,0,10,
Zakk Wylde,57,574685,"groove metal, hard rock, metal, southern metal"
Bowen Yang,22,623,
Waxahatchee,57,236030,"alabama indie, bubblegrunge, chamber pop, countrygaze, indie pop, indie rock"
fifth ball,18,477,
Ellie Goulding,81,12721397,"indietronica, metropopolis, pop, uk pop"
Jung Kook,87,16630239,k-pop
Kacey Musgraves,78,1512687,"classic texas country, contemporary country, country dawn"
Ronnie Milsap,56,453158,"classic country pop, country, country road, country rock, nashville sound"
Pete Brown,42,1375,
Crazy Frog,60,578153,
Death Cab for Cutie,64,1554117,"alternative rock, chamber pop, indie rock, indietronica, modern alternative rock, modern rock, seattle indie, washington indie"
Jon Batiste,62,532625,new orleans jazz
Meryl Streep,65,119034,"hollywood, show tunes"
John Slattery,0,7,
Grandmaster Melle Mel,51,72355,"bronx hip hop, east coast hip hop, old school hip hop"
Angelina Jordan,55,314717,contemporary vocal jazz
MOLIY,61,26552,ghanaian alternative
War,60,476312,"classic soul, funk, motown, p funk, soul"
John Legend,79,7306805,"neo soul, pop, pop soul, urban contemporary"
Jane XØ,35,54567,pop edm
aespa,83,7316146,k-pop girl group
Ed Sheeran,90,117757199,"pop, singer-songwriter pop, uk pop"
Pete Davidson,35,8912,deep comedy
Tim Burgess,21,13393,"britpop, solo wave"
Madonna,81,8234718,"dance pop, pop"
Jerry Leiber,23,465,
Billie Joe Armstrong,45,154147,
Hombres G,74,4585367,"latin alternative, latin pop, mexican pop, rock en espanol, spanish rock"
Steve Lacy,83,5414575,afrofuturism
Liam Payne,72,10250360,pop
Feels Good,0,0,
Billy Joel,79,6483811,"album rock, classic rock, mellow gold, piano rock, rock, singer-songwriter, soft rock"
Anita Pallenberg,0,26,
D. Ross,20,24,
Meek Mill,75,8029344,"hip hop, philly rap, pop rap, rap, southern hip hop, trap"
Alice Coltrane,47,205160,"afrofuturism, avant-garde jazz, free jazz, jazz harp, spiritual jazz"
Zara Larsson,77,10613312,"pop, scandipop, swedish electropop, swedish pop"
Xëna,10,1210,russian witch house
Shaun Track,27,65967,
Mac McCaughan,19,2600,chapel hill sound
Matt Squire,49,1617,
Adelle,49,14029,"coverchill, fake"
Tayler Holder,51,151666,social media pop
Carl Thomas,49,696998,"contemporary r&b, r&b, urban contemporary"
Caserta,7,462,boston electronic
Roger Daltrey,37,132658,"album rock, art rock"
Daryl Hall & John Oates,77,2577569,"album rock, classic rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock"
Phil Stent,43,229,
Sting,74,3521945,"permanent wave, soft rock, sophisti-pop"
"Martin Luther King, Jr.",19,19628,oratory
Desus,0,7,
David Attenborough,24,8308,
Denis Solee,56,8767,
Teddy Swims,87,3550744,
Fetty Wap,71,4768181,"new jersey rap, pop rap, rap, southern hip hop, trap"
Willie Nelson,72,2354438,"classic country pop, classic texas country, country, country rock, nashville sound, outlaw country, singer-songwriter"
Katy Kirby,38,34133,"bubblegrunge, indie pop, modern indie folk"
Taraji P. Henson,29,1975,
George Winston,57,137703,"new age, new age piano"
Ice Spice,75,4267866,bronx drill
Spaghettii,0,3,
Taylor Swift,100,127838324,pop
Sleater-Kinney,45,270363,"alternative rock, indie rock, noise pop, olympia wa indie, riot grrrl"
Taylor S Brooks,53,75,
Gary Wright,46,164637,"album rock, classic rock, soft rock, yacht rock"
Chris Martin,66,59612,
J. Cole,87,25202868,"conscious hip hop, hip hop, north carolina hip hop, rap"
PJ Harvey,60,1133902,"alternative rock, art pop, melancholia, permanent wave, piano rock, singer-songwriter"
RJ Pasin,72,408090,
Kirk Franklin,64,1772968,"gospel, gospel r&b"
Lebron James,0,13,
HNF DoubleA,22,20,
Katy Perry,86,35249477,pop
Bleachers,71,794789,"indie pop, modern rock, pov: indie"
The Glitch Mob,61,547694,"complextro, glitch, glitch hop, indietronica"
Alexander Rose,21,1397,
Pornhub,22,38353,
Travis Kelce,40,11119,
Neil Young,70,3083188,"canadian singer-songwriter, classic canadian rock, classic rock, folk rock, mellow gold, permanent wave, rock, roots rock, singer-songwriter"
Nicki Minaj,87,32918702,"hip pop, pop, queens hip hop, rap"
Ozuna,87,37802874,"puerto rican pop, reggaeton, trap latino, urbano latino"
Elon Musk,25,5955,
Luke Holt,61,10083,
John Mayer,79,6096549,"neo mellow, singer-songwriter"
Mark Needham Mix,6,8,
Neal Francis,40,43906,pop soul
Amelia Moore,54,142996,
Mitski,84,9494714,"brooklyn indie, pov: indie"
Megan Thee Stallion,83,9998972,"houston rap, pop, rap, trap queen"
Noah Kahan,86,3655872,"pov: indie, singer-songwriter pop"
Robert Pollard,24,12856,"dayton indie, gbvfi, lo-fi, slacker rock"
Ice Spice,75,4267866,bronx drill
greek,50,47172,
Lil Wayne,88,15793200,"hip hop, new orleans rap, pop rap, rap, trap"
Perry Farrell,39,43855,alternative rock
Latto,80,1848568,trap queen
Divine-voice,31,252,
Turnstile,59,581428,"hardcore punk, modern melodic hardcore"
Drill Jackson,33,233,
Lil Peep,86,13637883,"cloud rap, emo rap, lgbtq+ hip hop"
Kelsea Ballerini,73,1233523,"contemporary country, country"
Taylor Swift,100,127838324,pop
Austin Williams,61,119766,modern country pop
千葉雄喜,66,114160,
Bernie Taupin,26,2883,
Kimberly Morgan York,14,1042,
Denis Solee,56,8767,
Becky G,79,15471749,"latin pop, latin viral pop, rap latina, reggaeton, trap latino, urbano latino"
K.L.O,0,1,
Ticket403,8,346,
Amulet,17,478,
Frank Turner,55,376149,"acoustic rock, folk punk"
Jamie Scott,49,21524,uk pop
Jerome Ducros,53,1388,
visual7,44,3953,corecore
Lenny Kravitz,74,3408250,"permanent wave, rock"
Lauren Paley,37,18726,
Orchestre des Concerts Lamoureux,28,461,french orchestra
Andrea Bocelli,73,2927440,"classical tenor, italian tenor, operatic pop"
Lenny Kravitz,74,3408250,"permanent wave, rock"
Ed Stasium,0,0,
Bonnie McKee,43,74694,candy pop
Saena,2,23,
RIOT,49,87988,gaming dubstep
Lizzen,39,9053,
Donna Summer,65,2047761,"disco, hi-nrg, new wave pop, soft rock"
Janet Klein,32,1562,ragtime
Lil Wayne,88,15793200,"hip hop, new orleans rap, pop rap, rap, trap"
Taylor Swift,100,127838324,pop
Shaboozey,81,857139,"modern country pop, pop rap"
Randi Stene/Paula Chateauneuf/John Toll/Andrew Parrott,0,3,
Zach Bryan,90,5675448,classic oklahoma country
Este Haim,29,749,
Donald Aaron,0,0,
Tori Kelly,70,2165394,"pop, post-teen pop"
Lindsey Stirling,69,2334226,"bow pop, pop violin"
Bob Dylan,75,6711254,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter"
Toir,4,124,
Kidz Bop Kids,68,1275170,children's music
Jackson Wang,62,4212191,k-pop
Luther Vandross,67,3350602,"quiet storm, soul"
Rob Schneider,39,1195,
Shakira Shute,14,31,
Player,59,163385,"soft rock, yacht rock"
A Covering,63,2158,
Writers Well,37,1528,
Lee Spielman,37,227,
DaBaby,80,12342138,"hip hop, north carolina hip hop, pop rap, rap, trap"
Shaboozey,81,857139,"modern country pop, pop rap"
Noah Kahan,86,3655872,"pov: indie, singer-songwriter pop"
Loretta Lynn,58,804170,"classic country pop, country, country rock, nashville sound"
Bugs Bunny & Friends,27,1606,
daiagnosis,28,153,
Chief Keef,78,5333094,"chicago bop, chicago drill, chicago rap, drill, hip hop, rap, trap"
Sharon Van Etten,57,545273,"art pop, chamber pop, indie rock, melancholia, new jersey indie, singer-songwriter"
Doug Ingle,0,22,
Coolzey,9,806,nerdcore
Harry Styles,85,33224687,pop
Katy Perry,86,35249477,pop
AJR,73,3497432,pov: indie
Olivia Rodrigo,88,41986790,pop
Hayley Williams,65,749857,art pop
Frankie Valli,66,330907,"adult standards, bubblegum pop, lounge"
Foundnation,10,1729,
Aaron Carter,43,342606,post-teen pop
Lil Nas X,76,12406241,lgbtq+ hip hop
John Stamos,21,6433,
Bon Jovi,80,14300043,"glam metal, rock"
Harry Nilsson,59,499194,"classic rock, folk, folk rock, singer-songwriter"
Woodkid,73,826947,chamber pop
Hayley Fens,4,71,
Harry Styles,85,33224687,pop
Will,29,69,
Taylor Swift,100,127838324,pop
renewwed,47,7120,
Myke Towers,90,17615522,"reggaeton, trap latino, urbano latino"
Jack White,61,1382061,"alternative rock, blues rock, garage rock, garage rock revival, indie rock, modern blues rock, modern rock, punk blues, rock"
Sarah Kinsley,54,275720,"gen z singer-songwriter, indie pop"
Taylor S Brooks,53,75,
Al Green,67,2077594,"classic soul, funk, memphis soul, quiet storm, soul, soul blues, southern soul"
Matt Berninger,46,90385,
Eydie Gormé,60,173402,
Death Cab for Cutie,64,1554117,"alternative rock, chamber pop, indie rock, indietronica, modern alternative rock, modern rock, seattle indie, washington indie"
Rap Trap,0,10,
James Taylor,68,2708173,"classic rock, folk, folk rock, mellow gold, singer-songwriter, soft rock"
Fifth Harmony,70,16231319,"girl group, pop, talent show"
G.ミューヘッド&フレンズ,4,46,
Spike Jones,31,11620,comic
Londrelle,46,113468,"high vibe, spiritual hip hop"
Jagger,1,37,
Retail Therapy,0,6,
Adam Fediy,35,2265,
Fran Drescher,2,271,
Tyla,78,2237053,
Lisa Franken,12,340,
aespa,83,7316146,k-pop girl group
Warren Haynes,47,144050,"blues rock, jam band, modern blues, southern rock"
Bang Si Hyuk,0,47,
Sam Cardon,37,1609,video game music
Melanie Martinez,79,21612496,"alt z, electropop, pop"
Niall Horan,76,10036224,pop
Monica,65,2673811,"contemporary r&b, hip pop, r&b, urban contemporary"
Metallica,84,29217450,"hard rock, metal, old school thrash, rock, thrash metal"
Jon Batiste,62,532625,new orleans jazz
Patti LaBelle,54,1032249,"contemporary r&b, philly soul, quiet storm, r&b, soul, urban contemporary"
Kamala Harris,8,398,
Liam Payne,72,10250360,pop
Louis Tomlinson,68,7123223,pop
Danny Elfman,67,454690,"orchestral soundtrack, soundtrack"
Jeezy,72,2457363,"atl hip hop, crunk, dirty south rap, gangster rap, old school atlanta hip hop, rap, southern hip hop, trap"
Describer,13,2115,
Rob Thomas,62,943359,"neo mellow, pop rock, post-grunge"
ScHoolboy Q,78,4865137,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
Sophia Gripari,44,2694,
Kylie Minogue,75,2106222,"australian dance, australian pop, dance pop, eurodance, new wave pop"
Jeremy Soule,68,170326,"orchestral soundtrack, scorecore, video game music"
Ciara Janson,3,2,
Elton John,85,14134254,"glam rock, mellow gold, piano rock, rock"
Døgg Nónsgjógv,13,596,"faroese indie, faroese pop"
Jorja Smith,74,3507531,"r&b, uk contemporary r&b"
Tokischa,71,1366262,"rap latina, trap dominicano"
PinkPantheress,78,3776866,bedroom pop
Manowar,58,1033802,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
Tom Petty and the Heartbreakers,70,2889866,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock"
Saint Levant,62,433857,palestinian hip hop
Sean Ono Lennon,55,80498,beatlesque
Jam Master,2,189,
Sigur Rós,58,1364503,"chamber pop, compositional ambient, dream pop, ethereal wave, icelandic rock, indie rock, melancholia, nordic post-rock, post-rock"
Goldblum,0,19,
Drip-Drop,57,1533,rain
Irv Gotti,25,4551,
Captain Celaeno,27,30,
Shakira Shute,14,31,
Johnny Depp,49,138359,hollywood
Halsey,83,21786345,"electropop, etherpop, indie poptimism, pop"
The Washboard Union,36,31803,"canadian contemporary country, canadian country, washboard"
Harry Styles,85,33224687,pop
Adam Levine,73,1026200,deep talent show
Harmony Night,61,1379,
Timbaland,80,3049564,"dance pop, pop, pop rap"
Luke Bryan,77,8963505,"contemporary country, country, country road, modern country rock"
Work Comfort,3,0,
Lainey Wilson,76,984703,"contemporary country, modern country pop"
Bill Pinkney,46,123,beach music
Rob Cavallo,1,207,
Gloss Up,46,81725,memphis hip hop
Twitching Tongues,36,33118,"chaotic hardcore, metallic hardcore"
Miranda Lambert,69,3629101,"contemporary country, country, country dawn, country road"
blink-182,79,8673979,"alternative metal, modern rock, pop punk, punk, rock, socal pop punk"
Split Chain,46,32154,"grungegaze, zoomergaze"
Vance Joy,78,3228353,"folk-pop, modern rock"
Robert Glasper,60,470311,"contemporary jazz, indie jazz, indie soul, jazz, modern jazz piano, neo r&b, neo soul"
Til Dawn,2,35,
Amy Ehlers,6,1,
Taylor Swift,100,127838324,pop
John McVie,13,26,
Ryan Lewis,72,2161,
Vikki Carr,51,45444,
Frankie Beverly,53,91546,quiet storm
Kool & The Gang,68,2596535,"disco, funk, motown, soft rock, soul"
Jeff Buckley,70,1568441,"melancholia, permanent wave, singer-songwriter"
Charlie Wilson,66,1147843,"contemporary r&b, r&b, urban contemporary"
NOMAD,30,23188,5th gen k-pop
Buzzcut,0,0,
Maccabeats,36,31174,"college a cappella, jewish a capella, judaica"
P.O.S,38,46515,"abstract hip hop, minnesota hip hop"
"Eddie ""Cleanhead"" Vinson",32,5866,"jazz saxophone, jump blues"
Lizzo,70,5710101,"escape room, minnesota hip hop, pop, trap queen"
David Gilmour,62,1961319,"album rock, art rock, classic rock, progressive rock, symphonic rock"
Lady Gaga,92,33270038,"art pop, dance pop, pop"
Kelly Clarkson,82,10657296,"dance pop, pop, talent show"
Dusk Till Dawn Nature,20,158,
Beach Bunny,70,1617352,"bubblegrunge, chicago indie, indie pop, pov: indie"
Corgan,7,267,
BloodHound Q50,56,23051,
lineup,29,148,
Luke Bryan,77,8963505,"contemporary country, country, country road, modern country rock"
moviedates,11,192,
Dre,43,6252,
"""Weird Al"" Yankovic",59,941810,"comedy rock, comic, parody"
Grateful Dead,67,1908302,"cosmic american, jam band, psychedelic rock"
Bryan Freedman,0,37,
Mary Weiss,4,1117,
Mary J. Blige,73,4025199,"dance pop, hip pop, neo soul, r&b, urban contemporary"
Dominik Andrews,0,45,
Agnetha Fältskog,42,90037,
The Earbookers,42,6167,
Amélie Farren,59,58658,
The Reindeer Section,24,8413,scottish indie
Benjamin Tod,50,127125,roots americana
Steve Earle,60,302464,"alternative country, classic texas country, country rock, folk, heartland rock, outlaw country, roots rock, singer-songwriter"
Sinéad O'Connor,65,1297845,"lilith, new wave pop, singer-songwriter"
Les Binks,0,17,
David Bowie,78,10960618,"art rock, classic rock, glam rock, permanent wave, rock"
Westside Gunn,70,697141,"alternative hip hop, boom bap, buffalo hip hop, drumless hip hop, hip hop, upstate ny rap"
Pearl Jam,77,9215092,"alternative metal, alternative rock, classic rock, grunge, hard rock, permanent wave, rock"
Daniel Caesar,87,7502980,canadian contemporary r&b
MUNA,58,411939,"alt z, indie pop, indie poptimism, la pop, metropopolis"
Rivers Cuomo,55,48413,alternative rock
Paul Vogt,39,31,
Vayb,43,71467,kompa
Femi Kuti,37,69755,"afrobeat, afropop, world"
Launch Point,5,99,
Solo Artist Saxx,22,3324,
Travis Kelce,40,11119,
Bill Lee,49,2325,movie tunes
Taylor John Williams,46,22216,deep talent show
Sabrina Carpenter,94,16168228,pop
Tame Impala,81,8377973,"australian psych, modern rock, neo-psychedelic, rock"
Michael Douglas,17,886,batidao romantico
Till Lindemann,57,286483,
The Royal Guardsmen,42,9077,bubblegum pop
HowellRecords,0,5,
Billy Corgan,34,48210,alternative rock
Jesse Jo Stark,43,90086,la indie
Brenda Lee,79,415362,"adult standards, easy listening, lounge, rockabilly"
Beyoncé,87,39171117,"pop, r&b"
Remi Wolf,68,565475,"indie pop, modern alternative pop"
Stephen Colbert,19,4518,
Diana Ross,66,1959466,"adult standards, disco, motown, quiet storm, soft rock, soul"
Lisa Lynne,36,14326,"celtic harp, healing, new age"
Eccentric Gentlemen,11,91,
Flo Milli,74,1303690,viral rap
Diddy,73,1828548,"dance pop, east coast hip hop, hip hop, hip pop, pop rap, rap"
Barbara Mandrell,46,280947,"classic country pop, country, country gospel, country rock"
Kim Deal,51,32618,
Hindsight,29,15283,"australian post-hardcore, modern melodic hardcore"
"Michelle Nicastro, Christy Landers, Doug Stone, Steve Vinovich, Donald Sage MacKay, Joseph Medrano, Owen Miller",5,63,
Dolly Parton,76,2680258,"classic country pop, country, country dawn"
Rauw Alejandro,94,24888261,"puerto rican pop, reggaeton, trap latino, urbano latino"
Brandon.,45,31370,
Jim Morrison,51,1889501,"album rock, classic rock, psychedelic rock, rock"
charlieonnafriday,64,395486,singer-songwriter pop
Jonny Greenwood,47,178826,"british contemporary classical, british soundtrack, compositional ambient"
Death,39,104575,"black punk, detroit rock, protopunk"
James Ford Murphy,43,1521,
Joe Rogan,37,159242,deep comedy
James Blake,71,1503203,"art pop, indie soul, indietronica, uk alternative pop"
Clubhouse,50,29102,columbus ohio indie
Tony Hinchcliffe,13,24,
The Amboy Dukes,30,29343,"classic garage rock, detroit rock, proto-metal, protopunk, psychedelic rock"
Stone Sour,65,2959427,"alternative metal, nu metal, post-grunge"
Daniel Seavey,56,165917,"singer-songwriter pop, social media pop, teen pop"
Britney Spears,83,15687467,"dance pop, pop"
beabadoobee,82,4493389,"bedroom pop, bubblegrunge, indie pop, pov: indie"
Michaela Rózsa Růžičková,57,447,
The title denotes the name of your release as you would like it to appear on the music services where it will become available.,0,70,
