artist,popularity,followers,genres
Justin Stone,47,111317,"deep underground hip hop, indie pop rap"
John Medeski,27,7026,jazz organ
Jason Aldean,74,6655236,"contemporary country, country, country road, modern country rock"
Drip-Drop,57,1533,rain
Martin Wave,32,2319,
Lil Yachty,80,10359737,"atl hip hop, melodic rap, rap, trap"
Latto,80,1848568,trap queen
Darlingside,44,58338,"boston folk, folk-pop, indie folk, new england americana"
Marco Antonio Solís,77,7609444,"grupera, latin pop, musica mexicana, ranchera"
Victims Aren't We All,23,12988,
Bill Withers,75,1818044,"classic soul, funk, quiet storm, soul"
Skip Marley,58,306522,modern reggae
Tiny Habits,54,83098,boston folk
WINNING SONGS PROJECT,7,72,
Sonaba,47,2718,
Baby Keem,78,2691303,"hip hop, rap"
Shawty Lo,42,411147,"atl hip hop, dirty south rap, old school atlanta hip hop"
Beyoncé,87,39171117,"pop, r&b"
Emergency Break,17,370,
Janelle Monáe,68,1481391,"afrofuturism, alternative r&b, atl hip hop, neo soul, r&b"
Hobo Johnson,50,707741,"emo rap, sacramento hip hop"
Fleetwood Mac,83,12407276,"album rock, classic rock, rock, soft rock, yacht rock"
John Coltrane,67,1717161,"bebop, free jazz, jazz, jazz saxophone, vocal jazz"
Kelly Clarkson,82,10657296,"dance pop, pop, talent show"
Nicki Minaj,87,32918702,"hip pop, pop, queens hip hop, rap"
Berliner Philharmoniker,76,231394,"classical, classical performance, german orchestra, orchestra"
Johnny Cash,76,6514757,"arkansas country, outlaw country, rock"
Chris Stapleton,83,7815418,"contemporary country, outlaw country"
Rod Stewart,75,5047227,"mellow gold, soft rock"
Black Sabbath,74,8370053,"album rock, alternative metal, birmingham metal, classic rock, hard rock, metal, rock, stoner rock, uk doom metal"
Kelly Clarkson,82,10657296,"dance pop, pop, talent show"
Chet Atkins,51,106260,nashville sound
Mick Jagger,53,741696,"classic rock, dance rock"
David Gilmour,62,1961319,"album rock, art rock, classic rock, progressive rock, symphonic rock"
Gustav Åhr,30,878,
Little Big Town,63,2821558,"contemporary country, country, country dawn, country road"
Ashlee Simpson,49,978331,"dance pop, post-teen pop"
Ashley Walters,5,2416,
Barrett Strong,47,30642,"motown, rhythm and blues, southern soul"
Ozzy Osbourne,73,5913878,"album rock, alternative metal, birmingham metal, classic rock, glam metal, hard rock, metal, rock"
Brandy,69,3792445,"contemporary r&b, dance pop, hip pop, r&b, urban contemporary"
Meek Mill,75,8029344,"hip hop, philly rap, pop rap, rap, southern hip hop, trap"
RAYE,80,1838210,"uk contemporary r&b, uk pop"
David Byrne,54,398772,"art pop, art punk, art rock, permanent wave, singer-songwriter, solo wave"
teylors,45,89,
Aaron Shaw,45,432,
Trade Union action will continue because,0,0,
Shakira,88,35739060,"colombian pop, dance pop, latin pop, pop"
J Balvin,88,37516883,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Michael Stipe,27,25180,athens indie
Shakira,88,35739060,"colombian pop, dance pop, latin pop, pop"
Lisa Knowles,32,5689,contemporary gospel
Justice Neil Gorsuch,0,1,
Dinosaur Jr.,52,556942,"alternative rock, lo-fi, noise pop, noise rock, permanent wave, power pop, shoegaze, slacker rock"
The 2020 Les Misérables Staged Concert Female Ensemble,10,13,
Webbie,58,1128258,"baton rouge rap, crunk, dirty south rap, trap"
Marc Anthony,77,10168164,"latin pop, modern salsa, salsa, tropical"
Dominic Fike,79,1953220,"alternative pop rock, pov: indie"
Ella Mai,72,5721338,"r&b, rap, uk contemporary r&b, urban contemporary"
Hyper VIPER,35,74,
Daughters Of St. Paul,26,2744,rosary
Kevin Morby,51,301849,"chamber pop, indie rock, kc indie, modern folk rock"
Kyle Richh,73,431977,new york drill
Carell,0,0,
Eric Calderone,25,481,
Blvd Yo,3,137,
Warren Ellis,45,42607,oceania soundtrack
Remi Wolf,68,565475,"indie pop, modern alternative pop"
Dave Grohl,46,254952,"alternative rock, rock drums"
Chris Martin,66,59612,
Julia Gagnón,3,3615,
Lucky Daye,66,756900,"alternative r&b, r&b"
Trey Anastasio,40,118515,jam band
Ballroom Jazz Collective,42,813,
Jem Finer,31,360,field recording
Water God,27,221,
Billy Corgan,34,48210,alternative rock
Dre,43,6252,
RECOGNIZER,11,62,
Vampire Empire,0,101,
Weyes Blood,59,497807,"art pop, chamber pop, dream pop, experimental folk, experimental pop, indie pop"
Sasha Allen,27,2448,deep talent show
Ty Myers,65,103791,
Graffiti6,34,34777,
The Expert,27,1324,
Jamie Lynn Spears,26,52464,post-teen pop
Ángela Aguilar,74,1060174,"mariachi, musica mexicana, ranchera"
Courtney Barnett,53,599923,"art pop, australian indie, chamber pop, indie pop, indie rock, melbourne indie, noise pop, seattle indie, singer-songwriter, slacker rock"
Bvtman,12,1736,
Troels Rohde Jørgensen,39,443,
TrackTribe,35,9451,
Melbourne Symphony Orchestra,38,5224,orchestra
Bernie Taupin,26,2883,
Nigo,56,89986,
BAD GAME,8,502,
Dave Stewart,71,52752,"new wave pop, rock keyboard"
HAUSER,59,324052,classical cello
Jenn Higgins,50,226,
Bleachers,71,794789,"indie pop, modern rock, pov: indie"
Vladimir Putin,0,33,
Karoly Botvay,55,2935,hungarian classical performance
Night Club,45,76511,"industrial pop, la pop"
Rita Wilson,38,17011,
Juliana Huxtable,21,1105,
Remi Wolf,68,565475,"indie pop, modern alternative pop"
Ahead of Ourselves,4,841,
Stevie Nicks,66,1798271,heartland rock
Y La Bamba,41,68612,"latinx alternative, portland indie"
The Weeknd,96,95971547,"canadian contemporary r&b, canadian pop, pop"
Rosie O'Donnell,43,3564,movie tunes
Ed Sheeran,90,117757199,"pop, singer-songwriter pop, uk pop"
Sarah Hudson,29,1911,
Best Artist,0,1,
Liam Payne,72,10250360,pop
Sabrina Carpenter,94,16168228,pop
Halestorm,65,1514225,"alternative metal, nu metal, post-grunge"
Nikolaus Harnoncourt,55,48650,"classical performance, orchestral performance"
Nick Mason,28,15640,rock drums
Kim Ga Ram,0,15,
Quavo,81,7612262,"atl hip hop, melodic rap, rap, trap"
James Cole,42,3845,
Joker Xue,62,1098339,mandopop
Sara,40,1737,super eurobeat
Robbie Williams,74,2996481,"dance rock, europop"
Slick Rick,53,721382,"bronx hip hop, east coast hip hop, golden age hip hop, old school hip hop"
Duolingo,39,49695,
Donny Hathaway,66,609183,"chicago soul, classic soul, funk, neo soul, quiet storm, soul, southern soul"
Robert Plant,56,1131440,"album rock, art rock, blues rock, classic rock, hard rock, mellow gold, progressive rock, rock, singer-songwriter, uk americana"
Mike Avery,15,26,
Taylor Swift,100,127838324,pop
Field Dressed,21,3881,
Iggy Pop,63,1678608,"alternative rock, glam rock, permanent wave, protopunk, rock"
Tyla Jane,43,58264,high vibe
sodistilled,50,15101,zoomergaze
Barbie,64,254697,
Sheila E.,41,366095,"disco, freestyle, funk, minneapolis sound, new jack swing, quiet storm, rock drums, urban contemporary"
Iron Maiden,75,9528512,"alternative metal, hard rock, metal, nwobhm, rock"
Orville Peck,59,437738,"alternative country, queer country"
Eddie Murphy,47,99037,black comedy
Kelly Clarkson,82,10657296,"dance pop, pop, talent show"
Evans Blue,53,284337,"alternative metal, canadian rock, christian rock, nu metal, post-grunge"
Black Label Society,60,1708410,"alternative metal, groove metal, hard rock, metal, nu metal"
Omar Rodríguez-López,36,110309,el paso indie
Drake Bell,52,421758,
Serayah,44,43653,pop r&b
Santana,72,3526209,"blues rock, classic rock, mexican classic rock"
KAROL G,91,52741964,"reggaeton, reggaeton colombiano, urbano latino"
Williams Corrêa,13,59,
Olivia Rodrigo,88,41986790,pop
nicki minajj,16,67,
Jimin,88,9669393,k-pop
Riley Gale,15,102,
Cursed,32,12797,phonk
Michael Bolton,66,2298601,soft rock
Victoria Monét,68,1164466,"alternative r&b, r&b"
STONELIFTERS,11,31,
Carrie Webb,23,16,
Harry Styles,85,33224687,pop
Louis Tomlinson,68,7123223,pop
Gunna,88,8505248,"atl hip hop, melodic rap, rap, trap"
Kendrick Lamar,97,35133587,"conscious hip hop, hip hop, rap, west coast rap"
Loud Luxury,68,669802,"edm, pop dance"
James Blake,71,1503203,"art pop, indie soul, indietronica, uk alternative pop"
Juice WRLD,93,36970287,"chicago rap, melodic rap, rap"
John Prine,60,578145,"folk, new americana, roots rock, singer-songwriter"
Charlie Puth,81,23681287,"pop, viral pop"
Jennifer Lopez,77,13348292,"dance pop, pop, urban contemporary"
Joe Trohman,0,577,
Beenie Man,62,529777,"dancehall, jamaican dancehall, reggae fusion, soca"
Rackzo,8,117,
Paramore,80,8959137,"candy pop, modern rock, pixie, pop, pop emo, pop punk, rock"
The Cop Killers,0,100,
Craig Finn,30,21202,
Jail Socks,25,12453,"5th wave emo, charlotte nc indie, diy emo, midwest emo"
$wag Nightmare,47,58697,
Trevor Noah,4,10316,
Charlie Puth,81,23681287,"pop, viral pop"
Tours Orville,28,10,
Motherhood,8,1618,new brunswick indie
The Castellows,50,70518,
Elvis Presley,83,10111393,"rock-and-roll, rockabilly"
Musician,0,76,
Mike + The Mechanics,58,710342,"album rock, mellow gold, new romantic, new wave, new wave pop, soft rock"
Timo Andres,29,3556,contemporary classical piano
Dj Clear Boss,18,6,
Taylor Swift,100,127838324,pop
Bonnie Tyler,70,2146616,"europop, new wave pop, soft rock"
Sexual Harrassment,24,3248,
Kiyoko,7,148,
Tucker Carlzyn,22,629,
Deryck,22,109,
Tom Sandoval,8,738,
a boy with a balloon,27,2946,lo-fi jazzhop
Clairo,82,5546675,"bedroom pop, indie pop, pov: indie"
Lana Del Rey,92,42524628,"art pop, pop"
Eric Nam,55,2153198,k-pop
Leslie Odom Jr.,73,291610,"broadway, show tunes, vocal jazz"
Sting,74,3521945,"permanent wave, soft rock, sophisti-pop"
Track Dealer,8,181,
Davis Brothers Band,36,8042,
FINNEAS,71,2123895,"alt z, la indie, pop, pov: indie"
Ashley Monroe,51,153446,"contemporary country, country dawn, kentucky roots"
The Jackson 5,73,1663105,"motown, soul"
Gracie Abrams,91,3457217,alt z
Rose Melberg,15,4981,"sacramento indie, tape club, twee pop"
John Frusciante,53,627826,acoustic rock
Continuous Christmas Music,25,58,
RTE Concert Orchestra,41,2129,orchestra
Robbie Williams,74,2996481,"dance rock, europop"
Kelly Decker,20,110,
Janelle Monáe,68,1481391,"afrofuturism, alternative r&b, atl hip hop, neo soul, r&b"
Chris Brown,89,24373077,"r&b, rap"
Dysphoria Hoodie,0,14,
Matthew Koma,57,102447,pop edm
Dax,68,1761197,"canadian hip hop, ottawa rap"
Skillibeng,66,429459,"dancehall, jamaican dancehall, traphall, trinibad"
Lilah Pi,24,2215,
Daniel Reiss,0,8,
Donna Summer,65,2047761,"disco, hi-nrg, new wave pop, soft rock"
Warren Zeiders,74,833227,modern country pop
Nosebleeds,1,531,wisconsin indie
"Hank Williams, Jr.",69,1736601,"country, country rock, outlaw country"
Travis Kelce,40,11119,
Bruce Springsteen,80,6700348,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter"
Tiësto,84,7609383,"big room, brostep, dutch edm, edm, house, pop dance, progressive electro house, slap house, trance"
Dickey Betts,33,69762,"country rock, southern rock"
Carly Pearce,64,484161,"contemporary country, country, country road"
Steven Tyler,45,103010,modern country rock
Conan O'Brien,15,1396,
Flowdan,66,107899,grime
Johnny Marr,51,144313,"britpop, solo wave"
Mickey Hart,32,19513,"jam band, rock drums"
Jingle Punks,26,4082,
Shooter Jennings,45,191249,"classic texas country, outlaw country"
AUR,68,1249070,"desi pop, urdu hip hop"
Scrote,3,228,
Coronation Orchestra,22,87,
Olivia Rodrigo,88,41986790,pop
Lukas Graham,72,2420584,"danish pop, scandipop"
Janelle Monáe,68,1481391,"afrofuturism, alternative r&b, atl hip hop, neo soul, r&b"
Karine Deshayes,23,843,classical mezzo-soprano
Kimmel,0,1,
Kanye West,93,28347141,"chicago rap, hip hop, rap"
Jennifer Hudson,64,2003714,"dance pop, r&b, urban contemporary"
Bailey Zimmerman,77,1458602,"contemporary country, modern country pop"
Sex Pistols,57,1878531,"alternative rock, punk, rock"
Laetitia Sadier,48,20436,dream pop
Elton John,85,14134254,"glam rock, mellow gold, piano rock, rock"
Olivia Rodrigo,88,41986790,pop
Chadwick Boseman,0,51,
Ringo Starr,51,982281,"classic rock, folk rock, rock drums"
Ex Husband,3,48,
Kyle Exum,46,212303,"meme, social media pop"
Dwayne Johnson,65,325039,
Kamala Harris,8,398,
Weezer,76,3975143,"alternative rock, modern power pop, modern rock, permanent wave, rock"
Paul Engemann,48,9159,
Alexander 23,60,467782,"alt z, singer-songwriter pop"
Iggy Azalea,70,6667494,"australian hip hop, dance pop, pop"
Catherine Finch,48,64,
Dave Matthews Band,64,2035381,"jam band, neo mellow, pop rock"
Polly Carter,52,1461,
Leonard Cohen,67,3495912,"canadian singer-songwriter, melancholia, permanent wave, singer-songwriter"
New Edition,59,1678875,"boy band, contemporary r&b, new jack swing, r&b, urban contemporary"
Billy Joel,79,6483811,"album rock, classic rock, mellow gold, piano rock, rock, singer-songwriter, soft rock"
Lipa Schmeltzer,35,36079,"chasidic pop, jewish pop"
HXE,46,11480,experimental electronic
Ethan Slater,66,6332,"broadway, show tunes"
Brendan Eder Ensemble,30,7156,modern chamber music
Robert Trujillo,45,8542,
Leigh-Anne,50,119851,
Mdou Moctar,39,143311,"desert blues, musique nigerienne, tuareg guitar"
Fritz Hager,24,35001,
Avenged Sevenfold,78,9523163,alternative metal
teylors,45,89,
Loverboy,56,932046,"album rock, classic canadian rock, classic rock, glam metal, hard rock, mellow gold, soft rock"
JJ Lin,68,3343345,"mandopop, singaporean mandopop, singaporean pop"
Mick Gordon,60,462269,"electronic djent, video game music"
Foo Fighters,78,12209202,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock"
Paul Di'Anno's Battlezone,19,4215,nwobhm
Bryan Adams,77,4018224,"canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock"
Bubba Graham,44,26931,
Kelly Clarkson,82,10657296,"dance pop, pop, talent show"
Mini Mix,55,2332,
Migos,77,14162879,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap"
Still Offline,42,2881,
Wynonna,50,540408,"country, country dawn, country road"
Kylie Minogue,75,2106222,"australian dance, australian pop, dance pop, eurodance, new wave pop"
Scanners,26,6763,
Brett Tuggle,21,57,
Lady Gaga,92,33270038,"art pop, dance pop, pop"
Donna Vellema,27,481,
Chad Hugo,27,6445,
Jack Harlow,82,3996384,"deep underground hip hop, hip hop, kentucky hip hop, pop rap, rap"
Dana Point,0,21,
Xavi,77,7041800,sad sierreno
Leslie Walker,33,168,
Vanessa Hudgens,63,1978024,"dance pop, pop, post-teen pop"
Paul McCartney,77,4983473,"classic rock, mellow gold, rock, soft rock"
House Project,0,4,
Achtung Baby,20,1848,
Chloe x Halle,54,2413204,r&b
Pete Rock,55,364832,"east coast hip hop, instrumental hip hop, jazz rap"
UGK,61,926287,dirty south rap
Maya Hawke,54,505681,indie pop
Massive Attack,69,2346800,"downtempo, electronica, trip hop"
Taylor Davis,50,197866,"bow pop, pop violin"
Chingy,61,992399,"crunk, dirty south rap, hip pop, pop rap, southern hip hop"
Gallagher,9,1044,
Mark Gray,7,370,
flipturn,61,203071,"jacksonville indie, pov: indie"
Don Toliver,88,5534474,rap
Ali Gatie,68,2110808,canadian hip hop
Benjamin Gibbard,44,70432,
Tim Cook,0,16,
Mac Miller,84,11110492,"hip hop, pittsburgh rap, rap"
Fred Armisen,28,2422,
Gen-Z,0,0,
Mac DeMarco,82,6788987,"edmonton indie, lo-fi indie, pov: indie, slacker rock"
Flo Milli,74,1303690,viral rap
John Fogerty,56,894528,"album rock, blues rock, classic rock, country rock, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock, southern rock, swamp rock"
Alex G,78,2666791,"philly indie, pov: indie, slacker rock"
Larry Mullen Jr.,15,164,
John Harvie,39,25423,
Steve Martin and The Toot Uncommons,18,1321,novelty
Taylor Swift,100,127838324,pop
Glow on the flow,0,91,
Mark Ambor,77,547277,singer-songwriter pop
Dustin Hoffmann,1,224,
Lost Angel,17,119,
Dave Gahan,41,220805,alternative dance
Aaron Dessner,37,12211,
Howard Jones,50,436506,"new romantic, new wave, new wave pop, synthpop"
Brian Dunning,33,788,
John Regan,1,70,
Skrillex,77,7651831,"brostep, complextro, edm, electro, pop dance"
Night Club,45,76511,"industrial pop, la pop"
Honorary,0,1,
Xylø,0,7,
Felt Like This,0,14,
Waxahatchee,57,236030,"alabama indie, bubblegrunge, chamber pop, countrygaze, indie pop, indie rock"
Jung Kook,87,16630239,k-pop
Jimmy Jam,19,2256,
Personas,15,1532,brazilian hardcore
Sienna Miller,14,57,
Pedro Vargas,42,204290,"bolero, bolero mexicano, ranchera"
Cher,73,3521726,"dance pop, pop"
Sheryl Crow,67,1234219,"lilith, new wave pop, permanent wave, pop rock, singer-songwriter"
slowthai,56,529370,"uk alternative hip hop, uk hip hop"
Joe Lynn Turner,36,44978,"glam metal, hard rock"
Fatigue,5,228,
Jason Isbell,53,438359,"alternative country, folk, new americana, roots rock"
Alpha Zulu,5,2,
Viva Suecia,63,169351,"murcia indie, rock alternativo espanol, spanish indie pop, spanish modern rock"
Kit Connor,31,9007,
Travis Scott,94,35213935,"rap, slap house"
Tame Impala,81,8377973,"australian psych, modern rock, neo-psychedelic, rock"
Dave Portnoy,29,2083,
Young Thug,86,10896970,"atl hip hop, atl trap, gangster rap, hip hop, melodic rap, rap, trap"
Charlie Wilson,66,1147843,"contemporary r&b, r&b, urban contemporary"
Speedy Ortiz,35,55086,"bubblegrunge, indie punk, new england emo, slacker rock, western mass indie"
Sasha Colby,7,1292,
Neil Gaiman,44,23139,writing
Latto,80,1848568,trap queen
Dorian Electra,50,277603,"escape room, hyper-rock, hyperpop, pink noise, proto-hyperpop"
Delilah Cross,1,548,
Sheila E.,41,366095,"disco, freestyle, funk, minneapolis sound, new jack swing, quiet storm, rock drums, urban contemporary"
Accuser of the Brethren,8,1059,
Jelly Roll,82,4693355,"country rap, modern country pop, nashville hip hop, tennessee hip hop"
Samia,48,146448,indie pop
Robin Wright-Penn,25,638,
Mabel,66,2031951,"pop, uk pop"
Miley Cyrus,84,25191516,pop
Bad Bunny,96,87698874,"reggaeton, trap latino, urbano latino"
Hunger Strike,0,129,
Alfonso Ribeiro,0,7,
YUNGBLUD,70,2461916,"british indie rock, modern rock, pov: indie, rock"
olly,43,905,
Warren Zeiders,74,833227,modern country pop
Exotic Dancers Inc.,0,32,
Hailie Jade,47,18832,
Madison Dubois,17,37,
The Telenovelas,0,231,
Halle,56,358706,
Champagne Drip,46,77091,"brostep, glitch hop"
Josef Strauss,37,15414,
Rauw Alejandro,94,24888261,"puerto rican pop, reggaeton, trap latino, urbano latino"
Sam Smith,84,24840759,"pop, uk pop"
Kelly Clarkson,82,10657296,"dance pop, pop, talent show"
Francis Ford Coppola,0,13,
Milli Vanilli,68,469370,"freestyle, new jack swing, new wave pop"
Joe Satriani,53,669115,"instrumental rock, metal guitar, shred"
Timothée Chalamet,55,81186,
Wu-Tang Clan,68,3354421,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
Harry Styles,85,33224687,pop
AlicebanD,46,29219,"dark cabaret, steampunk"
George Floyd,0,124,
Omar Apollo,70,1063487,"bedroom pop, bedroom soul"
Edmonton Symphony Orchestra,20,322,
Realbleeda,44,22641,
J. Stone,40,37285,west coast trap
Kelly Lee Owens,47,134672,"art pop, electra, electronica, spectra"
Grateful Dead,67,1908302,"cosmic american, jam band, psychedelic rock"
Fiona Apple,67,1611441,"art pop, chamber pop, dark pop, lilith, permanent wave, piano rock, singer-songwriter"
Nick Drake,63,861718,"british folk, folk, melancholia, singer-songwriter"
Jay Wheeler,80,4481000,"reggaeton, trap latino, urbano latino"
Adele,87,60800041,"british soul, pop, pop soul, uk pop"
Kathleen Madigan,42,24128,"comedienne, comedy, deep comedy"
Iggy Azalea,70,6667494,"australian hip hop, dance pop, pop"
Korn,78,8333598,"alternative metal, funk metal, hard rock, nu metal, post-grunge, rap metal, rock"
Katy Perry,86,35249477,pop
Pink Floyd,80,21243129,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock"
Double Down,22,158,
Ethel Cain,69,766474,"countrygaze, indie pop, modern dream pop"
Tove Lo,75,3642379,"dance pop, metropopolis, pop, swedish electropop, swedish pop, swedish synthpop"
Paveway,29,1169,zoomergaze
Claude VonStroke,38,126772,"bass house, deep disco house, fidget house, house, minimal techno"
Neil Diamond,69,2964173,"adult standards, brill building pop, folk rock, mellow gold, singer-songwriter, soft rock, yacht rock"
Liam Payne,72,10250360,pop
Gregory Abbott,44,28292,
Sibley,0,15,
Denny Laine,23,4155,
Wynton Kelly,47,41342,"bebop, hard bop, jazz, jazz piano"
Bon Jovi,80,14300043,"glam metal, rock"
Dead Kennedys,57,868232,"alternative rock, early us punk, hardcore punk, punk"
Gunna,88,8505248,"atl hip hop, melodic rap, rap, trap"
Mike Ness,37,75592,"psychobilly, punk 'n' roll, skate punk"
JISOO,65,4642841,k-pop
Ken Carson,82,2372685,rage rap
Toni Cornell,30,10084,
Gaga For Lady Stars,12,538,
blink-182,79,8673979,"alternative metal, modern rock, pop punk, punk, rock, socal pop punk"
Sabrina Carpenter,94,16168228,pop
Alexander Borodin,49,52902,"classical, early modern classical, late romantic era, russian romanticism"
Sarah Sherman,5,12,
Greg Dulli,19,17792,
Mick Jones,51,2805,album rock
Kendrick Lamar,97,35133587,"conscious hip hop, hip hop, rap, west coast rap"
Veda,32,6393,
Will Halsey,1,0,
Chris Stapleton,83,7815418,"contemporary country, outlaw country"
Mega Mega White Trash,5,28,
Liz Cooper,38,34453,deep new americana
Orlando,42,6020,
Jack Russell,31,8810,trap venezolano
Kinky Friedman,25,17031,"classic texas country, outlaw country"
Ronan,60,3131,coverchill
Kem,54,873664,"contemporary r&b, neo soul, new jack swing, quiet storm, r&b, urban contemporary"
Bilal,65,294072,neo soul
Taylor Swift,100,127838324,pop
Jason Charles Miller,47,15876,video game music
Victoria Monét,68,1164466,"alternative r&b, r&b"
Maryna,8,8442,
Ashana,45,49346,"healing, kirtan, meditation"
Cedric The Entertainer,25,7335,black comedy
Elon Musk,25,5955,
AP.9,19,3681,"hyphy, west coast trap"
El Angel del Corrido y Sus Plebes,44,18923,
Amy Grant,64,248319,christian music
Madonna,81,8234718,"dance pop, pop"
R.L. Burnside,45,143520,"acoustic blues, blues, country blues, delta blues, traditional blues"
DJ White Shadow,42,3844,
Shakur Ahmad,28,841,
Diana Krall,65,1123254,"contemporary vocal jazz, jazz pop, vocal jazz"
"Blood, Sweat & Tears",45,626079,"album rock, blues rock, classic rock, country rock, folk, folk rock, jazz rock, mellow gold, singer-songwriter, soft rock"
Elton John,85,14134254,"glam rock, mellow gold, piano rock, rock"
Kamala Harris,8,398,
Motivation Songs Academy / Improving Concentration Music Zone,0,250,
Angel Olsen,53,492939,"alternative americana, art pop, chamber pop, countrygaze, dream pop, experimental pop, indie pop, indie rock, noise pop, singer-songwriter"
Gracie Abrams,91,3457217,alt z
Travis Scott,94,35213935,"rap, slap house"
JAY-Z,85,9633241,"east coast hip hop, gangster rap, hip hop, pop rap, rap"
METALLINE MATHERS,0,1,
Joy Division,65,2577856,"alternative rock, indie rock, madchester, new wave, post-punk, punk, rock, uk post-punk"
Jack White,61,1382061,"alternative rock, blues rock, garage rock, garage rock revival, indie rock, modern blues rock, modern rock, punk blues, rock"
Lindsay Lohan,48,1075092,"dance pop, post-teen pop"
Tony Iommi,40,41775,
Emma Roberts,17,152720,post-teen pop
Fireworks,27,36407,"alternative emo, anthem emo, emo, pop punk"
Peter Gabriel,64,1814345,"album rock, art rock, classic rock, mellow gold, new romantic, new wave, permanent wave, progressive rock, rock, singer-songwriter, soft rock"
Kelly Clarkson,82,10657296,"dance pop, pop, talent show"
Singer,9,162,
Foo Fighters,78,12209202,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock"
Johnny Marr + The Healers,21,393,
The Angelic Gospel Singers,23,5756,"contemporary gospel, gospel singers"
Bill Lee,49,2325,movie tunes
Judee Sill,36,56375,singer-songwriter
Celebration Music,29,2311,
Sexual Harrassment,24,3248,
Katy Perry,86,35249477,pop
The Establishment,17,769,
Code Orange,44,215316,"pennsylvania hardcore, pittsburgh metal, wrestling"
Elvis Presley,83,10111393,"rock-and-roll, rockabilly"
Jin,86,8633020,k-pop
Jason Aldean,74,6655236,"contemporary country, country, country road, modern country rock"
John Legend,79,7306805,"neo soul, pop, pop soul, urban contemporary"
cormac,25,3555,
Taylor Momsen,45,7418,
Donna Summer,65,2047761,"disco, hi-nrg, new wave pop, soft rock"
Banksy,5,447,
Charlie Spivak & His Orchestra,34,1594,man's orchestra
Gotham Chopra,8,92,
Ty Dolla $ign,84,5817493,"hip hop, pop rap, r&b, southern hip hop, trap, trap soul"
Contradusk,19,194,
Brad Paisley feat. Brad Paisley,7,383,
Danny Go!,60,54868,
Katy Perry,86,35249477,pop
Barry Wordsworth,53,2399,"classical performance, orchestral performance"
Kat Von D,41,50074,
Mark Zuckerberg,38,1184,
John Mayer,79,6096549,"neo mellow, singer-songwriter"
GloRilla,83,1471301,southern hip hop
Hannah Waddingham,32,6049,
FKA twigs,66,1295505,"afrofuturism, alternative r&b, art pop, escape room, experimental r&b, trip hop"
Kendrick Lamar's Moneytrees,0,29,
¥$,78,871239,
Kudos,29,67,
Wes Borland,31,17655,
Olivia Newton-John,68,1658684,"adult standards, australian dance, disco, mellow gold, soft rock"
Kelly Clarkson,82,10657296,"dance pop, pop, talent show"
Ex-Ted,7,47,
Kehlani,77,7994496,"pop, r&b, rap"
"Tyler, The Creator",94,18305464,"hip hop, rap"
HeartNoFearENT,24,9,
RM Leeva Sannere,12,97,
Justin Vernon,42,73748,eau claire indie
Sister Sledge,60,669485,"disco, funk, philly soul, quiet storm, soul"
The Weeknd,96,95971547,"canadian contemporary r&b, canadian pop, pop"
Olivia Rodrigo,88,41986790,pop
Clara Pierce,0,1,
Bill Maher,7,5206,
Roger McGuinn,38,50444,"country rock, folk, folk rock, roots rock, singer-songwriter"
Don Omar,84,13191248,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
Danielle Haim,33,1399,
Freaky,43,47152,"v-pop, vietnamese hip hop, vietnamese melodic rap"
SOLOCELO,42,28399,bedroom r&b
Death,58,947562,"death metal, dissonant death metal, florida death metal, groove metal, hard rock, metal, speed metal, technical death metal"
Britney Manson,63,409994,sped up
Erykah Badu,69,3024725,"afrofuturism, alternative r&b, neo soul, r&b"
Gossard,0,3,
Deana Carter,53,543043,"country, country dawn, country road"
Halsey Stevens,5,168,
Mitchell Tenpenny,66,540211,"contemporary country, country road, heartland rock, modern country rock"
Anderson .Paak,78,2606400,"escape room, hip hop, indie soul, neo soul"
Lizzo,70,5710101,"escape room, minnesota hip hop, pop, trap queen"
Austin and the Powers,33,21345,
Mixes,0,103,
Knockoff,0,0,
Robohands,56,78151,"indie jazz, uk contemporary jazz"
BabyTron,70,588523,"detroit hip hop, scam rap"
Vance Joy,78,3228353,"folk-pop, modern rock"
Eric Church,72,3952263,"contemporary country, country, country road"
David Sanborn,44,172414,"jazz funk, jazz saxophone, smooth jazz, smooth saxophone"
Zendaya,71,4956968,"pop, post-teen pop"
Kris Jenner,17,8874,
John Lennon,76,6264831,"classic rock, rock"
DaBaby,80,12342138,"hip hop, north carolina hip hop, pop rap, rap, trap"
Camila Cabello,83,34209288,"dance pop, pop"
Vybz Kartel,68,1620357,"dancehall, jamaican dancehall, reggae fusion"
Johnny Marr,51,144313,"britpop, solo wave"
JaykobyWitness,0,0,
Britney Spears,83,15687467,"dance pop, pop"
Cherish,64,644658,"atl hip hop, girl group, hip pop, r&b, southern hip hop, urban contemporary"
