artist,popularity,followers,genres
Rob Zombie,70,3223150,"alternative metal, hard rock, industrial metal, industrial rock, nu metal, post-grunge, rock"
Lana Del Rey,92,42524628,"art pop, pop"
Murray Perahia,53,47537,"american classical piano, classical performance, classical piano"
Kenneth Pattengale & Joey Ryan,20,3433,
Taylor Swift,100,127838324,pop
Ice Spice,75,4267866,bronx drill
Tapps,41,11377,deep italo disco
Hex Hector,43,3842,
Gloria Trevi,73,5691135,"latin arena pop, latin pop, mexican pop"
Roberta Flack,63,1018151,"adult standards, classic soul, disco, quiet storm, soft rock, soul, vocal jazz"
Julia Jacklin,55,307904,"chamber pop, countrygaze, indie pop, sydney indie"
Ozzy Osbourne,73,5913878,"album rock, alternative metal, birmingham metal, classic rock, glam metal, hard rock, metal, rock"
"James Kelly, Paddy O'Brien, Tommy Martin, Dáithí Sproule & Fintan Vallely",8,282,
MarijuanaXO,29,5525,milwaukee hip hop
Paramore,80,8959137,"candy pop, modern rock, pixie, pop, pop emo, pop punk, rock"
Bonnie Raitt,59,753335,"country rock, electric blues, folk, folk rock, mellow gold, singer-songwriter, soft rock"
Kelly Clarkson,82,10657296,"dance pop, pop, talent show"
Ronald LaTour,3,56,
Jin,86,8633020,k-pop
Drake,96,94133053,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
Roach Abuse,17,8,
Ethel Cain,69,766474,"countrygaze, indie pop, modern dream pop"
Taylor Swift,100,127838324,pop
Linda Lyndell,40,4259,memphis soul
A.P.,16,294,
Clairo,82,5546675,"bedroom pop, indie pop, pov: indie"
Cues,0,91,
Nick Kroll,56,12228,deep comedy
Nancy Wilson,55,226932,vocal jazz
Pusha T,73,2974589,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap, virginia hip hop"
Justin Timberlake,83,14810454,"dance pop, pop"
Turkey,40,15507,hypnagogic pop
Claude Debussy,70,1580015,"classical, impressionism, post-romantic era"
Blessd,84,5687657,"reggaeton, urbano latino"
Simz,0,1,
Bob Dylan,75,6711254,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter"
Panter Bélico,71,1131800,"corrido, norteno, sierreno"
Amos Lee,59,486432,"acoustic pop, neo mellow, stomp and holler"
beabadoobee,82,4493389,"bedroom pop, bubblegrunge, indie pop, pov: indie"
SAGE,39,4062,drift phonk
Metallica,84,29217450,"hard rock, metal, old school thrash, rock, thrash metal"
Bobby Helms,77,59300,
Fixer,15,3472,"underground visual kei, visual kei"
Ty March.,43,27059,"country pop, modern country pop"
Hot Freaks,56,206468,pov: indie
Drake,96,94133053,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
Stray Kids,86,17577595,"k-pop, k-pop boy group, pop"
Phil Elverum,0,3,
Kim Porter,5,73,
heröin's daughter,0,150,
Chris Smither,43,38897,"acoustic blues, country blues, folk, new england americana"
BLACKPINK,81,52087567,"k-pop, k-pop girl group, pop"
Deitrick Haddon,44,322307,gospel
Tour Guide,0,22,
Hailee Steinfeld,69,8824926,pop
Caroline Polachek,65,569088,"art pop, escape room, indie pop, indietronica"
The Misogynistics,0,4,
Tate McRae,86,6357420,pop
Loossemble,57,197012,5th gen k-pop
Ryan Gosling,60,259546,hollywood
Thomas Hengelbrock,36,1305,orchestral performance
Gene Autry,71,74561,"classic oklahoma country, cowboy western, traditional country, yodeling"
Kellie Pickler,45,910823,"contemporary country, country, country dawn, country road"
Joe Budden,50,479182,"battle rap, new jersey rap"
Ramsy van Hinten,3,1,
Miley Cyrus,84,25191516,pop
Pink Floyd,80,21243129,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock"
Kevin Abstract,54,754571,"afrofuturism, lgbtq+ hip hop"
Copyright Free Lofi,32,3609,
Johnny Depp,49,138359,hollywood
Lil' Keke,54,370860,"chopped and screwed, crunk, dirty south rap, houston rap"
Måneskin,80,9926174,"indie rock italiano, italian pop"
Isaac Hayes,51,719736,"classic soul, disco, funk, memphis soul, quiet storm, soul, southern soul"
Latto,80,1848568,trap queen
Disney,86,650668,movie tunes
Mike Love,44,182458,
Blake Shelton,76,7313984,"classic oklahoma country, contemporary country, country, country road"
ROSÉ,88,8674192,k-pop
Reneé Rapp,69,987236,alt z
Courtney Love,43,249322,alternative rock
Jim Gordon,16,25,
Sufjan Stevens,73,2129736,"art pop, baroque pop, chamber pop, indie pop, indie rock, singer-songwriter"
Ryan Beatty,52,173478,bedroom soul
Nicole Zignago,50,35621,pop peruano
Mötley Crüe,72,5429926,"album rock, alternative metal, glam metal, hard rock, metal, rock, sleaze rock"
Brittany Howard,51,291537,"black americana, modern blues rock, neo soul"
Joe Jonas,66,1759584,"pop, post-teen pop"
USHER,83,12512822,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary"
Saucy Santana,47,261950,trap queen
Neutro Shorty,66,1482878,"trap latino, trap venezolano, urbano latino, venezuelan hip hop"
Little Richard,59,984179,"blues, rock-and-roll, rockabilly, soul"
Cee Neudert,8,34,
Monica Hill Trejo,29,7534,
John Rzeznik,43,7658,
Rumi Carter,44,4351,
Confrontational,22,5656,darksynth
Lizzo,70,5710101,"escape room, minnesota hip hop, pop, trap queen"
Pharrell Williams,82,4937771,"dance pop, pop"
Sail North,58,141122,
Graham Nash,45,236557,"country rock, folk, folk rock, singer-songwriter"
Rico Wade,0,16,
Ron Suno,46,219312,"bronx drill, new york drill"
The Neptunes,58,117056,
Jenny Lewis,46,199975,"alternative country, chamber pop, indie pop, lilith, new americana"
Carter Vail,50,101133,
Armando Canelones,19,505,
David Gilmour,62,1961319,"album rock, art rock, classic rock, progressive rock, symphonic rock"
Kenia OS,77,5722846,"latin viral pop, urbano mexicano"
Paramore,80,8959137,"candy pop, modern rock, pixie, pop, pop emo, pop punk, rock"
Harry Mudie,32,2626,
Sir Simon Rattle,70,54002,"classical performance, orchestral performance"
Jacob Collier,62,844670,uk alternative pop
Nadav Cohen,50,60,
Lee Hutson,0,15,
BENNETT,20,5279,"gothenburg hip hop, swedish hip hop"
Albert Hammond,58,131407,"classic uk pop, rock of gibraltar"
Chris Martin,66,59612,
Victoria Monét,68,1164466,"alternative r&b, r&b"
Foo Fighters,78,12209202,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock"
Gracie Abrams,91,3457217,alt z
Keyshia Cole,71,4056005,"hip pop, r&b, urban contemporary"
Megadeth,71,5619430,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal"
John Denver,71,2327007,"classic country pop, folk, folk rock, mellow gold, singer-songwriter, soft rock"
Matthew Perryman Jones,41,53995,acoustic pop
Merkel,1,67,
"Wulf King, John Tay Jien, Lucky Dizzo,Zero, dexah, Shaka zm, jay dee wama bron Jay Toxic, Emflexx & Slam Kay",0,0,
Maren Morris,71,837482,"classic texas country, contemporary country"
Josh Homme,40,54288,
Jake E. Lee,23,22521,glam metal
cupcakKe,58,1001499,"chicago rap, trap queen"
Chlöe,61,582283,contemporary r&b
Bryan Cranston Crayon Box,0,191,
Jordi Savall,54,134773,"classical performance, early music, musica antigua, viola da gamba"
Linkin Park,93,27952596,"alternative metal, nu metal, post-grunge, rap metal, rock"
Sabrina Carpenter,94,16168228,pop
Corey Wilder,25,1828,
nervous light of sunday,8,2370,"japanese emo, japanese hardcore, japanese screamo"
Kelly Clarkson,82,10657296,"dance pop, pop, talent show"
Peter Hook and The Light,26,19697,uk post-punk
Leonard Cohen,67,3495912,"canadian singer-songwriter, melancholia, permanent wave, singer-songwriter"
Ricky Martin,73,7702902,"latin pop, mexican pop, puerto rican pop"
Billy F Gibbons,47,55886,
Wayne Kramer,19,3670,
Neil Hewlett,28,51,
Lisa Lopez,58,31928,mexican rock-and-roll
Camila Cabello,83,34209288,"dance pop, pop"
Irving Berlin,45,32229,tin pan alley
Tainy,79,2545278,"pop reggaeton, reggaeton, trap latino, urbano latino"
Sinéad O'Connor,65,1297845,"lilith, new wave pop, singer-songwriter"
Harry and the Potters,17,15153,wrock
D'Angelo,61,1244340,"indie soul, neo soul, soul"
Beyoncé,87,39171117,"pop, r&b"
Robert Palmer,59,1048734,"album rock, classic rock, dance rock, mellow gold, new romantic, new wave, new wave pop, singer-songwriter, soft rock, yacht rock"
Garth Brooks,54,1312208,classic oklahoma country
Andy Williams,79,557314,"adult standards, easy listening"
Janis Joplin,63,3459089,"album rock, classic rock, hard rock, psychedelic rock, rock"
Deryck Whibley,31,370,
Matthew DiStefano,6,128,
Elton John,85,14134254,"glam rock, mellow gold, piano rock, rock"
SAIKO,77,1470760,"trap latino, urbano espanol, urbano latino"
Christine McVie,39,74310,"rock keyboard, yacht rock"
Lorde,78,10106142,"art pop, metropopolis, nz pop, pop"
Taylor Swift,100,127838324,pop
Boosie Badazz,65,2459812,"baton rouge rap, dirty south rap, memphis hip hop, southern hip hop, trap"
Harry Styles - Piano Covers,5,390,
Fan Fans,33,139,
2Pac,82,19878996,"g funk, gangster rap, hip hop, rap, west coast rap"
Buster Poindexter And His Banshees Of Blue,38,2466,
Burt Bacharach,48,233568,"adult standards, brill building pop, easy listening, lounge"
Bill Weeds,21,52,
John Legend,79,7306805,"neo soul, pop, pop soul, urban contemporary"
Mark Hoppus,43,13082,
Skepta,75,1392650,"birmingham grime, grime, instrumental grime, uk hip hop"
Hal Willner's Whoops I'm an Indian,0,26,
Molly Elizabeth,4,682,
Paid Pat,34,4232,
Goodie Mob,46,283512,"atl hip hop, conscious hip hop, dirty south rap, hardcore hip hop, old school atlanta hip hop, southern hip hop"
Admiral Freebee,38,30061,"belgian indie, belgian rock"
H.E.R.,77,8037945,"r&b, rap"
Sweeter than Sorrow,4,689,
Christopher Paolini,27,1528,
Reggaeton,3,4740,
Katarina Gubanova,19,839,
Dave Matthews Band,64,2035381,"jam band, neo mellow, pop rock"
Justin Timberlake,83,14810454,"dance pop, pop"
Rauw Alejandro,94,24888261,"puerto rican pop, reggaeton, trap latino, urbano latino"
Nadie Sabe,3,76,
Jack Harlow,82,3996384,"deep underground hip hop, hip hop, kentucky hip hop, pop rap, rap"
Drake,96,94133053,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
Kung Fu Panda,45,26338,kleine hoerspiel
Mac DeMarco,82,6788987,"edmonton indie, lo-fi indie, pov: indie, slacker rock"
Split Screen Multiplayer,0,7,
Guitarist,29,961,
Robert Schneider,28,732,
Jimmy Kimmel,23,1225,
FELIX!,62,15263,
Busta Rhymes,73,2901239,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap"
Brian Finnegan,31,13479,irish neo-traditional
Beret,71,3094229,"spanish hip hop, spanish pop"
Newsong,44,164266,"ccm, christian alternative rock, christian music"
Joni Mitchell,64,1527331,"canadian singer-songwriter, folk, folk rock, singer-songwriter"
BoyWithUke,75,4377427,sad rap
Beck,67,1613733,"alternative rock, anti-folk, permanent wave, rock, slacker rock"
Rick Ross,77,7430816,"dirty south rap, gangster rap, hip hop, rap, southern hip hop, trap"
Kelly Clarkson,82,10657296,"dance pop, pop, talent show"
Ty Dolla $ign,84,5817493,"hip hop, pop rap, r&b, southern hip hop, trap, trap soul"
Arcosanti,0,9,
Cybertrash,49,21301,"bedroom r&b, hyperpop"
Montana of 300,47,762172,"chicago drill, chicago rap, drill, trap"
Adelle,49,14029,"coverchill, fake"
Steve Winwood,59,1071457,"album rock, classic rock, folk rock, mellow gold, singer-songwriter, soft rock"
Martin Duffy,7,372,
The Goo Goo Dolls,76,3033148,"neo mellow, permanent wave, pop rock, post-grunge"
Mike Shinoda,67,586161,alternative hip hop
Voluntary Mortification,10,2464,"christian deathcore, unblack metal"
Spencer Sutherland,52,180464,pop soul
Nikko Mad,57,706,coverchill
Janelle Monáe,68,1481391,"afrofuturism, alternative r&b, atl hip hop, neo soul, r&b"
Brianna Chickenfry,2,319,
Wet Forest,47,100,rain
Jeymes Samuel,33,8766,
Flo Rida,81,8741717,"dance pop, miami hip hop, pop, pop rap"
Elton John,85,14134254,"glam rock, mellow gold, piano rock, rock"
Ruler,6,904,seattle indie
Jackson Rose,55,25010,necrotrap
Shane MacGowan,36,48698,irish singer-songwriter
Talib Kweli,55,616520,"conscious hip hop, east coast hip hop"
will.i.am,75,4255908,"dance pop, pop"
Sean Paul,82,4953817,"dance pop, dancehall, pop, pop rap"
Sleater-Kinney,45,270363,"alternative rock, indie rock, noise pop, olympia wa indie, riot grrrl"
Shannon McManus,55,1727,
Lydia Night,24,772,
Max Martin,23,25885,
Orpheus Chamber Orchestra,59,11264,"american orchestra, chamber orchestra, classical performance"
Steve Aoki,73,3792048,"edm, electro house, pop dance"
Unveil the Sense,26,5140,
Charlie Puth,81,23681287,"pop, viral pop"
Tom Waits,61,1409772,"folk, singer-songwriter"
Cast Spektakel-Musical Red Star Line album 2,16,81,
Gordon Mote,31,18807,southern gospel
Tems,78,2640441,"afro r&b, afrobeats, alte, nigerian pop"
Jowan,9,94,
Justin Timberlake,83,14810454,"dance pop, pop"
Harry Gregson-Williams,61,140567,"british soundtrack, orchestral soundtrack, soundtrack"
GloRilla,83,1471301,southern hip hop
Dave Matthews Band,64,2035381,"jam band, neo mellow, pop rock"
Kala Bhairava,65,727962,tollywood
Bad Bunny,96,87698874,"reggaeton, trap latino, urbano latino"
José Dames,16,14,
Van Halen,73,6323435,"album rock, classic rock, hard rock, rock"
BoyWithUke,75,4377427,sad rap
Romany Gilmour,48,10071,
The Reelin' Rogues,7,1014,
Blacks American Latinos For Trump President 2024,16,213,
Miriam Keogh,48,73,
DJ Assad,42,32512,sega mauricien
Ray Wylie Hubbard,45,125791,"classic texas country, outlaw country"
Joel Osteen,5,23863,motivation
Tommy Lee,40,31899,rock drums
Barack Obama,24,54730,oratory
Sky Ferreira,56,614026,"candy pop, la indie, metropopolis, neo-synthpop"
Jack Bassam Barakat,0,0,
Rattlesnake Milk,47,18068,
The Art Dealers,0,12,
People R Ugly,48,34987,
Knox,57,127896,singer-songwriter pop
Christian Powers,23,1535,
Courtney-Mae Briggs,65,60,
Railey and Seazynn Gilliland,1,80,
Fahad Al Kubaisi,29,38732,khaliji
Mike Greene,2,144,
Toro y Moi,61,784566,"chillwave, hypnagogic pop, indie soul, indietronica"
LISA,82,9932744,k-pop
Lola Brooke,52,270708,trap queen
Sia,88,29045347,pop
Ed Sheeran,90,117757199,"pop, singer-songwriter pop, uk pop"
David Chappell,39,14683,epicore
teylors,45,89,
Mayhem,51,689345,"black metal, metal, norwegian black metal"
Irene Cara,65,480609,"disco, new romantic, new wave pop, soft rock"
Mike Drop,15,240,"anime drill, anime rap"
Death Cab for Cutie,64,1554117,"alternative rock, chamber pop, indie rock, indietronica, modern alternative rock, modern rock, seattle indie, washington indie"
Grey Goose,0,59,
Adam Driver,27,2257,
Johnny Blue Skies,52,37533,
MM,10,30,
Ray Charles,71,2413792,"adult standards, classic soul, jazz blues, piano blues, soul, soul blues, vocal jazz"
A Boogie Wit da Hoodie,79,8577817,"melodic rap, rap, trap"
Brian Tyler,59,196267,"orchestral soundtrack, scorecore, soundtrack"
Tems,78,2640441,"afro r&b, afrobeats, alte, nigerian pop"
Marianne Faithfull,53,207913,"british invasion, folk, singer-songwriter"
Rico Nasty,64,1122494,"alternative r&b, trap queen"
Dick Cavett,21,281,
Sean Ono Lennon,55,80498,beatlesque
Gracie Abrams,91,3457217,alt z
Samuel Walton,22,10,
Mersa,27,1506,
David Locke,4,369,
Ray Charles,71,2413792,"adult standards, classic soul, jazz blues, piano blues, soul, soul blues, vocal jazz"
Dreamy,34,182,
Gordon Lightfoot,63,944388,"canadian country, canadian singer-songwriter, classic rock, country rock, folk, folk rock, mellow gold, singer-songwriter, soft rock"
Meechy Darko,46,61019,underground hip hop
Ozzy Osbourne,73,5913878,"album rock, alternative metal, birmingham metal, classic rock, glam metal, hard rock, metal, rock"
Lewis Capaldi,81,13041511,"pop, uk pop"
Elton John,85,14134254,"glam rock, mellow gold, piano rock, rock"
Gottmik,20,3228,
Chuck D,37,24336,"conscious hip hop, east coast hip hop, old school hip hop"
Elvis Presley,83,10111393,"rock-and-roll, rockabilly"
Jets To Brazil,34,51361,"emo, emo punk, post-hardcore"
Nasty Soundz,11,44,
Pete Townshend,47,388233,"album rock, art rock, blues rock, classic rock, country rock, folk rock, mellow gold, singer-songwriter"
Tom Skinner,24,8332,experimental jazz
Travis Kelce,40,11119,
Solo Soul,51,9439,venezuelan hip hop
Mary Timony,23,10993,"boston rock, riot grrrl"
Jack Black,53,226086,"comedy rock, comic"
King Gizzard & The Lizard Wizard,65,1229779,"australian psych, double drumming, microtonal, neo-psychedelic"
Anita Ward,48,146107,disco
Jung Kook,87,16630239,k-pop
Kelly Clarkson,82,10657296,"dance pop, pop, talent show"
Rob Halford,50,114702,"hard rock, metal, speed metal"
Jason Isbell,53,438359,"alternative country, folk, new americana, roots rock"
Malibu Babie,30,4119,
Jason Alexander,30,563,movie tunes
VegasMadeO,13,276,
AP.9,19,3681,"hyphy, west coast trap"
Beyoncé,87,39171117,"pop, r&b"
Petersongs,7,59,
Melissa Schuman,8,342,
Patrick Bateman,19,96,
Amp Fiddler,37,42036,"broken beat, indie jazz, neo r&b"
Harry Belafonte,62,252727,calypso
Ezra,37,8276,
Beastie Boys,70,2948087,"alternative rock, east coast hip hop, golden age hip hop, hip hop, old school hip hop, rap, rap rock, rock"
The Last Concorde,34,3164,
Dylan Mulvaney,19,7141,
The Sound Recordist,20,27,
O2 ARENA,0,8,
Jordane Heller,28,60,
KEVIN ROLDAN,72,5621648,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
$uicideboy$,87,8013783,"cloud rap, dark trap, new orleans rap, underground hip hop"
JUVENILE,59,1046188,"bounce, crunk, dirty south rap, new orleans rap, southern hip hop, trap"
Charles Webster,26,10657,uk house
Joe Walsh,55,1293789,"album rock, blues rock, classic rock, country rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock, southern rock"
Led Zeppelin,77,14930288,"album rock, classic rock, hard rock, rock"
Remix Beatbox,0,140,
Tanu Ra,28,23,
Bridge Worship,50,16444,"anthem worship, pop worship, world worship, worship"
Peter Rivera,14,509,
Jim Williams,24,3252,british soundtrack
Charlie Puth,81,23681287,"pop, viral pop"
keygeN,6,24,
Beyoncé,87,39171117,"pop, r&b"
Damon Albarn,49,389738,"downtempo, solo wave"
Bianco,21,416,
Son House,33,159968,"acoustic blues, blues, country blues, delta blues, traditional blues"
Bobby Digital,20,28580,
Travis Scott,94,35213935,"rap, slap house"
Kesha,82,8354154,"dance pop, pop"
GNGR,12,42,
Katy Perry,86,35249477,pop
Young Thug,86,10896970,"atl hip hop, atl trap, gangster rap, hip hop, melodic rap, rap, trap"
Tanya Tucker,58,696742,"country, country dawn, country road, outlaw country"
Dad Jokes,0,251,
The Heartbreakers,20,19911,
Depeche Mode,76,6738480,"dance rock, new romantic, new wave, permanent wave, rock, synthpop"
Gene Autry,71,74561,"classic oklahoma country, cowboy western, traditional country, yodeling"
Cardi B,80,24770146,"pop, rap"
Deeper Well,32,3632,christian lo-fi
Bolter,15,4282,classic disco polo
Tems,78,2640441,"afro r&b, afrobeats, alte, nigerian pop"
George Jason,33,86,
Kelly Clarkson,82,10657296,"dance pop, pop, talent show"
Hulu,0,0,
Lisa Gerrard,69,190319,"ethereal wave, neoclassical darkwave, oceania soundtrack, soundtrack"
Jimin,88,9669393,k-pop
Toni Romiti,47,705098,"pop r&b, trap queen"
Jimmy Kimmel,23,1225,
Neal Slateford,49,573,
Taylor Acorn,57,204989,singer-songwriter pop
rae!,43,8202,krushclub
Lil Wayne,88,15793200,"hip hop, new orleans rap, pop rap, rap, trap"
PnB Rock,70,4187545,"melodic rap, rap, trap"
Anita Baker,57,1401095,"funk, neo soul, quiet storm, r&b, smooth jazz, soul, urban contemporary"
Belle,50,222071,anime
Telepath,21,1571,
Handsome Dancer,29,7444,
Louis Tomlinson,68,7123223,pop
Samira Wiley,0,2,
The Blessed Madonna,67,107226,"edm, uk dance"
Vince Gill,62,625719,"classic oklahoma country, country, country road"
Benedict Cumberbatch,19,8720,
Katy Healy,51,149,
Nick Jonas,67,10042370,"dance pop, pop"
ROLE MODEL,68,501909,"alt z, bedroom pop, pov: indie"
John Lennon,76,6264831,"classic rock, rock"
Laurie Anderson,46,164140,"art pop, art rock, experimental, experimental pop, experimental vocal, laboratorio"
Marty Friedman,42,136719,"instrumental rock, shred"
Craig David,65,923776,british soul
The American English,30,1341,
Johnny Thunders,34,97182,"glam punk, glam rock, instrumental surf, protopunk, punk"
Live,62,828152,"grunge, pop rock, post-grunge"
Ryan Judd,37,1892,
President Volodymyr Zelenskyy,12,136,
Bachman-Turner Overdrive,59,1047890,"album rock, classic canadian rock, classic rock, country rock, folk rock, hard rock, mellow gold, rock, singer-songwriter, soft rock"
Taylor Ash,45,15990,
Summer Walker,82,7130133,"r&b, rap"
Eric Clapton,73,6106863,"album rock, blues rock, classic rock, electric blues, mellow gold, rock, singer-songwriter, soft rock"
Mick Jagger,53,741696,"classic rock, dance rock"
HUH YUNJIN,63,748402,
Jesse Malin,41,22074,alternative country
Khalid Salaam,9,63,
Nick Rhodes,14,2432,
Song,3,133,
Bluegrass Christmas Jamboree,22,1865,christmas product
sodistilled,50,15101,zoomergaze
Noelle Johnson,50,35066,
Janelle Monáe,68,1481391,"afrofuturism, alternative r&b, atl hip hop, neo soul, r&b"
Paramore,80,8959137,"candy pop, modern rock, pixie, pop, pop emo, pop punk, rock"
Halle,56,358706,
Doug Stoothoff,17,13,
Mike Mills,7,127,
Gabriella Rose,56,98304,
Page CXVI,41,46765,roots worship
Thick44,20,4069,
Slammer,8,68,
Leathermouth,36,71420,"new jersey hardcore, new jersey punk"
Myriam Fares,49,1159131,"arab pop, lebanese pop"
Brian Johnson,51,65671,"ccm, deep ccm, world worship, worship"
Benzino,28,15423,
Cast - The Little Mermaid,42,16038,movie tunes
FLETCHER,66,963570,"alt z, pop"
vaultboy,61,289480,singer-songwriter pop
Weather and Nature Recordings,52,1543,"environmental, rain"
Candelita,47,6644,
Burna Boy,80,10888270,"afrobeats, dancehall, nigerian hip hop, nigerian pop"
Selena Gomez,83,51365874,"pop, post-teen pop"
Young Drummer Boy,48,80831,chicano rap
Niall Horan,76,10036224,pop
Kerry King,40,61180,groove metal
John Cale,48,208273,"art rock, melancholia, singer-songwriter"
Dillon Francis,62,1142916,"brostep, edm, electro house, moombahton, pop dance, progressive electro house, slap house"
Joel Rosenberger,30,1918,instrumental worship
Tiny Habits,54,83098,boston folk
Owen Pallett,52,60115,chamber pop
Hitemup,33,653,
Slimeroni,42,24038,
Toosii,67,1995635,north carolina hip hop
照井順政,59,52777,
Kurt Cobain,54,980224,"acoustic rock, grunge"
CROWLEY,16,5766,
Sam Cardon,37,1609,video game music
Sheila Kennedy,0,0,
Toya,49,239,
Taylor Swift,100,127838324,pop
Samira Sila,26,823,
R. Kelly,69,2437162,
Sundial Aeon,33,13399,"ambient psychill, progressive breaks, psychill"
Gavin Adcock,70,241208,modern country pop
Jake Porter & His Combo,0,15,
Garfunkel and Oates,40,106564,comic
Jack Harlow,82,3996384,"deep underground hip hop, hip hop, kentucky hip hop, pop rap, rap"
Rick Wills,0,3,
Tee Grizzley,72,3826865,"detroit hip hop, detroit trap, rap, southern hip hop, trap"
Bad Bunny,96,87698874,"reggaeton, trap latino, urbano latino"
Whoopi Goldberg,46,5491,
Mark Ronson,78,1154449,pop soul
Justin Timberlake,83,14810454,"dance pop, pop"
Complete Unknown,0,1,
Stu Mackenzie,0,380,
Noah Kahan,86,3655872,"pov: indie, singer-songwriter pop"
Sarah Tudzin,16,237,
Colin Peter,49,213,
Taylor Swift,100,127838324,pop
Pussy Riot,42,131408,"riot grrrl, russian indie, russian punk"
Frank Ocean,89,16720427,"lgbtq+ hip hop, neo soul"
HEADLINK,35,6921,samurai trap
Kamala Harris,8,398,
Katie Gavin,52,25560,
Fred again..,79,1789063,"edm, house, stutter house"
Adele,87,60800041,"british soul, pop, pop soul, uk pop"
Alan Sparhawk,34,7255,"duluth indie, melancholia"
Arlo Parks,59,629921,"alternative r&b, indie soul, uk contemporary r&b"
Ed Sheeran,90,117757199,"pop, singer-songwriter pop, uk pop"
Roger Waters,53,1530922,"album rock, art rock, classic rock, progressive rock, symphonic rock"
E.S. Posthumus featuring Luna Sans,13,1071,
Def Leppard,71,5226611,"album rock, classic rock, glam metal, hard rock, nwobhm, rock"
Metallica,84,29217450,"hard rock, metal, old school thrash, rock, thrash metal"
Peter Pan,12,980,
Killer Mike,64,467401,"alternative hip hop, atl hip hop, conscious hip hop, hip hop, old school atlanta hip hop, political hip hop, southern hip hop"
Charlie Puth,81,23681287,"pop, viral pop"
祖堅 正慶,59,92871,japanese vgm
Randy Jackson,7,1261,
Trevor Powers,11,8971,"glitch pop, idaho indie"
Lesson,0,3,
Trailer Made,19,1556,
Snowd4y,6,707,
Sarah Sherman,5,12,
Blake Shelton,76,7313984,"classic oklahoma country, contemporary country, country, country road"
Metallica,84,29217450,"hard rock, metal, old school thrash, rock, thrash metal"
MarijuanaXO,29,5525,milwaukee hip hop
Jessica Baio,59,338892,singer-songwriter pop
Jane Doe,26,943,
Dorothy Ashby,47,90670,"jazz funk, jazz harp, space age pop"
Rihanna,92,64178109,"barbadian pop, pop, urban contemporary"
Kevin Abstract,54,754571,"afrofuturism, lgbtq+ hip hop"
Will Ferrell,49,17197,
Jojo Siwa (Kids),48,552251,movie tunes
Billie Joe Armstrong,45,154147,
Alan Foster's Redemption,0,12,
Cardi B,80,24770146,"pop, rap"
StarKid Productions,38,18115,
