title,link,summary,category
Taylor Swift Calls Swifties to Action on National Voter Registration Day,https://www.rollingstone.com/music/music-news/taylor-swift-fans-register-to-vote-elections-1234827704/,"""I've been lucky to see so many of you guys at my U.S. shows,"" Swift said. ""I've heard you raise your voices, and I know how powerful they are. Make sure you're ready to use them in our elections this year!""",Vote Now (Taylor's Version)
Travis Scott Questioned Over Astroworld Tragedy,https://www.rollingstone.com/music/music-news/travis-scott-questioned-astroworld-tragedy-civil-deposition-1234827636/,Rapper sat for a lengthy civil deposition on Monday tied to the hundreds of lawsuits filed over the deadly 2021 crowd crush,Astroworld
Marilyn Manson's Nasty Nose-Blowing Results in Fine and Community Service,https://www.rollingstone.com/music/music-news/marilyn-manson-fined-misdemeanor-assault-case-for-spitting-on-woman-1234827607/,"In 2019, the rocker was charged with two misdemeanor counts of simple assault for spitting and blowing his nose on a camerawoman at a New Hampshire concert",Nasty Work
Pussy Riot Bring Their 'Riot Days' on the Road,https://www.rollingstone.com/music/music-news/pussy-riot-2023-u-s-tour-dates-1234827434/,"Feminist activist group's tour will include live music, theater, and video based on member Maria “Masha” Alyokhina's book",Tour Announcement
Snoop Dogg and Chris Stapleton Remake 'In the Air Tonight' for 'Monday Night Football',https://www.rollingstone.com/music/music-news/chris-stapleton-snoop-dogg-in-the-air-tonight-monday-night-football-1234827107/,Cindy Blackman Santana provides the signature drum fill in this updated take on Phil Collins' moody 1981 hit,That Drum Fill
Weyes Blood Gets Spooky Season Started Right With New 'Twin Flame' Video,https://www.rollingstone.com/music/music-news/weyes-blood-twin-flame-new-video-1234827387/,"Natalie Merring wanders through a haunted castle, stumbles across skeletons, and confronts a spiritual foe in the new clip",Tales From the Crypt
Kim Petras Surprise-Drops Previously Leaked LP 'Problématique',https://www.rollingstone.com/music/music-news/kim-petras-surprise-drops-album-problematique-1234827282/,"""I was heartbroken but, at the same time, it was really exciting to see my fans listening to the tracks and loving them,"" Petras says",Woo-Ah!
A Juxtaposition of Grit and Nature: SYML Unpacks Seattle’s Influence on his Music,https://www.rollingstone.com/music/music-news/a-juxtaposition-of-grit-and-nature-syml-unpacks-seattles-influence-on-his-music-1234818236/,"Brian Fennell, who performs under the name SYML, has a clear sense of gratitude when he recalls growing up in Seattle with access to the nature, culture, and music that helped shape him as an artist. In a new episode of Visit Seattle’s Music Genesis series, Fennell discusses his now Platinum-certified single “Where’s My Love” […]",
Eminem Calls 50 Cent 'One of the Best Friends I've Ever Known' at Surprise Concert Appearance,https://www.rollingstone.com/music/music-news/eminem-50-cent-crack-a-bottle-michigan-final-lap-tour-1234827116/,"At the Michigan stop on 50 Cent's Final Lap tour, celebrating 20 years ofGet Rich or Die Tryin', the rappers performed their collaboration ""Crack a Bottle""",Surprise
"Blink-182 Announce New Album 'One More Time...,' Classic Lineup's First LP in 12 Years",https://www.rollingstone.com/music/music-news/blink-182-new-album-one-more-time-1234826818/,"Mark Hoppus, Tom DeLonge, and Travis Barker preview three songs from first album together since 2011'sNeighborhoodsin trailer for Apple Music interview",officially back
Get Some Cash Out: Katy Perry Sells Catalog for Reported $225 Million,https://www.rollingstone.com/music/music-news/katy-perry-sells-music-publishing-rights-1234826909/,Deal with Litmus Music reportedly covers the pop star's stake in the sound recording and publishing rights toOne of the BoysthroughSmile,I Kissed a Deal
BTS’ Suga Announces Start Date for Military Service,https://www.rollingstone.com/music/music-news/bts-suga-military-enlistment-date-1234826852/,"Suga is the third member of BTS to begin mandatory military service, following Jin and J-Hope",ARMY
See U2 Debut New Song 'Atomic City' at Surprise Las Vegas Pop-Up Show,https://www.rollingstone.com/music/music-news/u2-new-song-atomic-city-surprise-las-vegas-show-1234826805/,The band (Larry Mullen Jr. included) perform and shoot music video on Fremont Street ahead of their U2 UV: Achtung Baby residency at the MSG Sphere,what happens in vegas
"Irish Grinstead, Singer in R&B Girl Group 702, Dead at 43",https://www.rollingstone.com/music/music-news/irish-grinstead-702-singer-dead-obit-1234826776/,"""She has had a long battle and she is finally at peace,"" sister and bandmate Lemisha Grinstead says of ""Where My Girls At?"" singer",Obituary
Jann Wenner Removed From Rock Hall Board of Directors,https://www.rollingstone.com/music/music-news/jann-wenner-removed-rock-hall-board-of-directors-controversial-comments-1234826701/,Rolling Stoneco-founder ousted following a widely criticized interview withThe New York Times,Rock Hall News
See Lil Wayne Throw a Pregame Party for 'Coach Prime' and the University of Colorado,https://www.rollingstone.com/music/music-news/lil-wayne-coach-prime-university-of-colorado-1234826690/,"Rapper performed ""Uproar"" for Boulder fans ahead of Deion Sanders and the Buffaloes' matchup",Prime Time
Drake Postpones 'For All the Dogs' Release Due to Tour,https://www.rollingstone.com/music/music-news/drake-postpones-for-all-the-dogs-release-1234826635/,"""Either cancel shows to finish the album or I complete the mission and drop the album before the last show,” rapper says after pushing new album to October 6",'My dilemma'
The National Reveal Surprise New Album 'Laugh Track' at Homecoming Festival,https://www.rollingstone.com/music/music-news/the-national-surprise-new-album-laugh-track-homecoming-1234826622/,"Arriving just five months afterFirst Two Pages of Frankenstein, new LP comes out digitally Sunday night",'Really excited'
O2 Academy Brixton Permitted to Reopen Following Fatal Crowd Crush at Asake Concert,https://www.rollingstone.com/music/music-news/london-o2-brixton-academy-reopen-crowd-crush-asake-concert-1234826238/,"London venue can reopen its doors if 77 ""extensive and robust"" safety conditions are met following December 2022 incident that killed two people",'A Special Place'
"Drake and SZA Fuel the Gender War With ‘Slime You Out,’ Their First Collab",https://www.rollingstone.com/music/music-news/sza-and-drake-collab-for-the-first-time-slime-you-out-1234825206/,Who hurt them?,Scary Hours
Anitta Reveals She Had a Cancer Scare Last Year: 'I Spent Months in the Hospital',https://www.rollingstone.com/music/music-news/anitta-reveals-cancer-scare-1234826103/,"“I had problems in my lungs,"" she said of the incident",On the Mend
Tate McRae Shows a 'Feister Side' of Herself in Hockey Rink-Filmed 'Greedy' Video,https://www.rollingstone.com/music/music-news/tate-mcrae-drops-greedy-video-1234826064/,"""This song is so unexpected,"" McRae says of her first solo release in nearly a year",She's Back
Want to Read Like Olivia Rodrigo? It's Time to Learn About Intersectional Feminism,https://www.rollingstone.com/music/music-news/olivia-rodrigo-hood-feminism-book-recommendation-1234825937/,"In a livestream, the artist recommended 'Hood Feminism' to her fans: ""It's awesome""",Book Club
The Story Behind Suzy Batiz,https://www.rollingstone.com/music/music-news/the-story-behind-suzy-batiz-pourri-1234802683/,How a CEO shaman is using feel good energy to manage an empire of passion.,
Olivia Rodrigo Adds 18 Shows to 2024 'Guts' World Tour,https://www.rollingstone.com/music/music-news/olivia-rodrigo-guts-tour-dates-1234823661/,The 75-date world tour includes opening slots by the Breeders and PinkPantheress,Good 4 Us
Diddy Busts Out 'In the Air Tonight' Sample for the Weeknd's Final Feature on 'Another One of Me',https://www.rollingstone.com/music/music-news/diddy-another-one-of-me-final-weeknd-feature-1234825947/,The track offThe Love Album— which also boasts 21 Savage and French Montana — is reportedly Abel Tesfaye's last collab (unless Daft Punk reunite),Blockbuster
BTS' V Brings a Quiet Storm to 'Tiny Desk Korea',https://www.rollingstone.com/music/music-news/bts-v-layover-tiny-desk-korea-1234825925/,"The musician performed three soulful tunes — ""Love Me Again,"" ""Slow Dancing,"" and ""For Us"" — from his EPLayover",Keep It Smooth
Doja Cat Talks Herself Up on New Single 'Balut',https://www.rollingstone.com/music/music-news/doja-cat-balut-single-scarlet-1234825842/,"The song will appear on her forthcoming album,Scarlet, which drops Sept. 22",Check Me Out
SZA Taps Justin Bieber for Stripped Down Single 'Snooze (Acoustic)',https://www.rollingstone.com/music/music-news/sza-justin-bieber-snooze-acoustic-single-1234825836/,The pop singer previously appeared in her music video for the original song,Cool Collab
"Offset Announces New Album 'Set It Off,' Drops Music Video for 'Fan'",https://www.rollingstone.com/music/music-news/offset-set-it-off-album-music-video-fan-1234825828/,"The video, directed by the rapper himself, pays homage to Michael Jackson",Coming Soon
Anitta and Tomorrow x Together Drop 'Back for More' After Premiering Track at 2023 VMAs,https://www.rollingstone.com/music/music-news/anitta-tomorrow-x-together-drop-back-for-more-1234825213/,The track is the first single for TXT's upcoming albumThe Name Chapter: Freefall,🇧🇷 x 🇰🇷
Maren Morris Packs Her Bags on Kiss-Off EP 'The Bridge',https://www.rollingstone.com/music/music-news/maren-morris-the-bridge-ep-1234825268/,"""The Tree"" and ""Get the Hell Out of Here"" seem to reflect the marked notion that she is very, very over the establishment",'Moving Forward'
"Ice Spice, the Strokes and More: New York Fashion Week’s Biggest Performances",https://www.rollingstone.com/music/music-news/ice-spice-the-strokes-nyfw-concerts-1234825332/,"When the runway lights dim and the presentations close, New York Fashion Week’s afterparties and celebrations boast sets from some of the biggest names in music.","Sashay, Shantay"
Selena Gomez Reaches Settlement in Lawsuit Against Mobile Game Makers That Stole Her Likeness,https://www.rollingstone.com/music/music-news/selena-gomez-settlement-lawsuit-mobile-game-makers-1234825355/,Singer suedClothes Forever — Styling Gamefor $10 million in April 2020; terms of tentative settlement not revealed,Out of Court
Duran Duran's 'Danse Macabre' Video Is a Graveyard Smash,https://www.rollingstone.com/music/music-news/duran-duran-danse-macabre-video-1234825083/,Band used AI to create ghoulish animated imagery for the title track of their upcoming album,'A Gothic Dream'
Tory Lanez Loses Key Decision in Megan Thee Stallion Shooting Appeal,https://www.rollingstone.com/music/music-news/tory-lanez-denied-bail-megan-thee-stallion-shooting-1234823511/,Lanez had requested to be released from prison while he fights his conviction,Denied
Beth Orton and Skinny Pelembe Find New Skin for the Old Ceremony in Leonard Cohen Cover,https://www.rollingstone.com/music/music-news/beth-orton-skinny-pelembe-leonard-cohen-who-by-fire-1234824959/,"Duo performs a chilly rendition of ""Who by Fire""",Everybody Knows
Jay-Z's 'Dead Presidents' Lexus Is on Display at Brooklyn Library Exhibit,https://www.rollingstone.com/music/music-news/jay-z-dead-presidents-lexus-on-display-brooklyn-library-exhibit-1234825019/,"The ""Book of HOV"" exhibit is being extended until December, with more artifacts set to be displayed",'Cruisin' Down 8th Street'
Electric Zoo Organizers Hit With Class Action Lawsuit After Disastrous 2023 Fest,https://www.rollingstone.com/music/music-news/electric-zoo-class-action-lawsuit-1234824947/,"Plaintiffs cite ""nightmare endured by thousands of electronic music fans"" as fest faced global supply chain issues and capacity limits",'Shock and dismay'
Wilco Kick Off a Busy Autumn by Unveiling 'Cousin' Title Track,https://www.rollingstone.com/music/music-news/wilco-new-song-cousin-1234824885/,"Jeff Tweedy and company have a new album, new book, and North American tour all happening in the next few months",My Cousin I'm You
‘Renaissance’ 2023 World Tour: Here's Where to Get Last-Minute Beyoncé Tickets Online,https://www.rollingstone.com/music/music-news/beyonce-tour-2023-tickets-renaissance-1234672304/,You only have a few more weeks left to see one of the year's hottest shows,Ticket Guide
Fletcher Postpones Tour After Lyme Disease Diagnosis: 'This Has Worn on My Soul',https://www.rollingstone.com/music/music-news/fletcher-lyme-disease-postpone-concert-1234824456/,"Pop artist says the disease ""has not only taken a tremendous toll on my physical body, it has also caused concern for my voice as well""",Get Well Soon
Daniel Seavey Cancels Tour Amid 'Unavoidable' Why Don't We Trial,https://www.rollingstone.com/music/music-news/daniel-seavey-cancels-tour-amid-why-dont-we-trial-1234824364/,"Seavey will take the stand as a  ""witness in advocacy of my bandmates"" in the upcoming trial",Brotherhood First
How Obsessed with Taylor Swift and Beyonce Are You? 'USA Today' Is Hiring,https://www.rollingstone.com/music/music-news/taylor-swift-beyonce-reporters-usa-today-1234824157/,"The paper, along with 'The Tennessean,' is seeking to bring on beat reporters to cover each artist with impressive salaries for the right candidates",Ready For It?
V Can't Get Through to the Other Side in Melancholic 'Blue' Video,https://www.rollingstone.com/music/music-news/bts-v-blue-music-video-release-layover-1234824167/,The song appears on the BTS member's recently released solo albumLayover,Open Up
Hear Snail Mail's Unreleased 'Easy Thing' From Upcoming 'Valentine Demos' EP,https://www.rollingstone.com/music/music-news/snail-mail-easy-thing-valentine-demos-ep-1234824179/,"Lindsey Jordan unearths stripped-down, home-recorded demos of five tracks written for 2021 sophomore LP",special delivery
"No, Megan Thee Stallion Did Not Get Mad at Justin Timberlake at the VMAs",https://www.rollingstone.com/music/music-news/megan-thee-stallion-justin-timberlake-not-arguing-vmas-1234824103/,"""Meg loves Justin... It was their first time meeting and she was excited,"" a source close to the situation tellsRolling Stone",Candid Camera
"Another Blow for Kanye: First, a NSFW Water Taxi Ride. Now, a Lawsuit Over Unpaid Bills",https://www.rollingstone.com/music/music-news/kanye-west-sued-unpaid-bills-1234822471/,"Musician and construction consultant Tony Saxon is suing West, claiming he fired him for refusing to rip out the electrical wiring and windows from West's Malibu home",Exclusive
Liam Payne Seeks Medical Treatment in Italian Hospital,https://www.rollingstone.com/music/music-news/liam-payne-italy-hospital-1234824066/,Singer's admission into hospital follows the postponement of several tour dates due to a kidney infection last month,Emergency
Selena Gomez and Taylor Swift Were the MVPs of the 2023 VMAs Audience,https://www.rollingstone.com/music/music-news/2023-mtv-vmas-taylor-swift-selena-gomez-best-crowd-reactions-1234824043/,The night was filled with back-to-back powerhouse performances — and the two artists were just happy to be there cheering everyone else on,VMAs POV Cam
Big Thief Unveil Studio Rendition of Live Staple 'Born for Loving You',https://www.rollingstone.com/music/music-news/big-thief-new-song-born-for-loving-you-1234824083/,"Track appears as B-side of band's ""Vampire Empire"" 7"" single, out October 20",New Music
Ian Curtis' Voice Merges With 'Unknown Pleasures' Pulsar in Joy Division NFT,https://www.rollingstone.com/music/music-news/joy-division-unknown-pleasures-nft-1234823475/,Drummer Stephen Morris used previously unreleased recordings of Curtis to make the unique audio-visual creation,Shadowplay
Pearl Jam's Mike McCready Is Honoring Chris Cornell and the Seattle Scene With a Rock Opera,https://www.rollingstone.com/music/music-news/pearl-jam-mike-mccready-rock-opera-chris-cornell-1234824022/,"The guitarist also said the next Pearl Jam album is ""just about finished""",Arias in Grunge
Ozzy Osbourne to Undergo Additional Surgery: 'I’m in a Lot of Pain',https://www.rollingstone.com/music/music-news/ozzy-osbourne-additional-surgery-podcast-1234824010/,The musician recently canceled a performance at the upcoming Power Trip festival,Get Well Soon
P!nk Slams Hateful Birthday Message From Troll: 'What a Wasted Opportunity Here',https://www.rollingstone.com/music/music-news/pink-birthday-message-troll-response-suzy-izzard-1234823994/,"The pop singer said she shared the post with her daughter as a ""lesson in ignorance""",Get Out of Here
Taylor Swift Makes History at 2023 VMAs,https://www.rollingstone.com/music/music-news/taylor-swift-makes-history-2023-vmas-1234823495/,"Singer took home nine awards on Tuesday night, securing her spot for most wins in one night and second-most overall wins",2023 VMAs
"D.M.C., Nicki Minaj, LL Cool J Perform Generation-Spanning Hip-Hop Tribute at 2023 VMAs",https://www.rollingstone.com/music/music-news/lil-wayne-nicki-minaj-ll-cool-j-2023-mtv-vmas-hip-hop-tribute-watch-1234822465/,"Lil Wayne, Grandmaster Flash and the Furious Five, and Doug E. Fresh also joined the iconic performance",2023 VMAs
Kelsea Ballerini Spends Her Birthday Making VMAs Performance Debut With 'Penthouse',https://www.rollingstone.com/music/music-news/kelsea-ballerini-performance-2023-mtv-vma-awards-1234820095/,The singer celebrated turning 30 with a stripped-down version of herRolling Up the Welcome Mat (For Good)track,2023 VMAs
Anitta Transforms the 2023 VMAs Into a 'Funk Rave' With Help From Tomorrow X Together,https://www.rollingstone.com/music/music-news/anitta-performs-funk-rave-2023-mtv-vmas-1234820923/,"Anitta also won her second Best Latin award in a row after taking it home for ""Envolver"" last year",2023 VMAs
Fall Out Boy Didn't Start the Fire at the 2023 VMAs,https://www.rollingstone.com/music/music-news/fall-out-boy-performance-2023-mtv-vma-awards-1234821007/,"The band are up for two awards, including Best Alternative for ""Hold Me Like a Grudge"" and Best Visual Effects for ""Love From the Other Side""",2023 VMAs
Stray Kids Beam During 'S-Class' Performance at 2023 MTV VMAs for Show Debut,https://www.rollingstone.com/music/music-news/stray-kids-performance-2023-mtv-vma-awards-1234819736/,"The K-pop octet, who are up for a Best K-Pop award, make their VMAs live performance debut",2023 VMAs
Diddy Accepts Global Icon Award at VMAs After Career-Spanning Performance,https://www.rollingstone.com/music/music-news/diddy-performance-2023-mtv-vma-awards-1234820185/,"The rapper and business mogul delivered his hits with appearances from Yung Miami, Keyshia Cole, and his son",2023 VMAs
Shakira Crowd-Surfs Her Way to a Well-Deserved Video Vanguard Award at 2023 VMAs,https://www.rollingstone.com/music/music-news/shakira-performance-2023-mtv-vma-awards-1234818708/,"The singer stunned with a show-stopping medley of hits from ""Ojos Así"" to ""TQG""",2023 VMAs
Nicki Minaj Catches VMAs Up to Speed With 'Last Time I Saw You' and 'Pink Friday 2' Preview,https://www.rollingstone.com/music/music-news/mtv-video-music-awards-2023-nicki-minaj-last-time-i-saw-you-performance-1234823517/,The rapper has also served as emcee for the MTV Video Music Awards throughout the night,"Uh Oh, Back Again"
"Doja Cat Brings 'Scarlet' Alter Egos to 2023 VMAs With 'Attention,' 'Paint the Town Red,' 'Demons'",https://www.rollingstone.com/music/music-news/doja-cat-performance-2023-mtv-vma-awards-1234819731/,"She's up for five awards, including Artist of the Year, and earned three nods for ""Attention""",2023 VMAs
"Cardi B, Megan Thee Stallion Make a Hot 'Bongos' Debut at VMAs (Even Taylor Swift Had to Fan Herself)",https://www.rollingstone.com/music/music-news/cardi-b-megan-thee-stallion-bongos-performance-2023-mtv-vma-awards-1234822053/,"Before tonight, neither of the rap giants had ever performed on the MTV Video Music Awards main stage",2023 VMAs
2023 MTV VMAs: Demi Lovato Rocks Out 'Revamped' Medley of Their Biggest Hits,https://www.rollingstone.com/music/music-news/demi-lovato-performance-2023-mtv-vma-awards-1234820906/,"Singer'sRevamped, a collection of rock renditions of her previous singles, arrives Sept. 15",2023 VMAs
"We Want You Back: ‘NSync Appear, But Don't Perform, at VMAs",https://www.rollingstone.com/music/music-news/nsync-appearance-2023-mtv-vmas-1234823446/,The whole group hasn’t been together since the Hollywood Walk of Fame ceremony in 2018,2023 VMAs
Olivia Rodrigo Blesses the VMAs with Some 'Guts' Spillage,https://www.rollingstone.com/music/music-news/olivia-rodrigo-performance-2023-mtv-vma-awards-1234823348/,"The pop star's performance felt like the true introduction toGutshighlight ""Get Him Back!""",2023 VMAs
2023 MTV VMAs: Lil Wayne Brings 'Kat Food' to the Stage in First VMAs Performance in a Decade,https://www.rollingstone.com/music/music-news/lil-wayne-kat-food-performance-2023-mtv-vma-awards-1234820685/,"Making his return to the award show for first time since 2012, the 14-time nominee is also up for Best Hip Hip Video for ""Kant Nobody""",2023 VMAs
MTV VMAs 2023: See the Complete Winners List,https://www.rollingstone.com/music/music-news/2023-mtv-vma-awards-winners-1234823039/,The MTV Video Music Awards handed out Moon Man trophies to the best of the best in the music industry on Tuesday night,Winner! Winner!
"Brittany Howard Plots Tour, Moves to a New Label",https://www.rollingstone.com/music/music-news/brittany-howard-announces-tour-dates-new-label-island-records-1234823660/,"“I couldn't be happier to announce my new partnership with Island Records,"" the singer says",Making Moves
"Elvis Presley Sang 'I Will Always Love You' to Priscilla When They Divorced, Says Dolly Parton",https://www.rollingstone.com/music/music-news/elvis-presley-sang-i-will-always-love-you-to-priscilla-divorce-1234823526/,"Elvis even recorded a cover of the song, but Parton says she wouldn't share the publishing rights with him",Swan Song
Olivia Rodrigo and Her Clones Trash Houses and Bust Windows in 'Get Him Back!' Video,https://www.rollingstone.com/music/music-news/olivia-rodrigo-get-him-back-music-video-1234823533/,"The newRolling Stonecover star has shared her thirdGutsvisual, following ""Vampire"" and ""Bad Idea Right?""",Clone Wars
Megan Thee Stallion No Longer Performing at 2023 Global Citizen Festival,https://www.rollingstone.com/music/music-news/megan-thee-stallion-2023-global-citizen-festival-not-performing-1234823294/,"The rapper has pulled out of the September 23 festival, citing scheduling conflicts",Lineup Change
How Katy Perry Mentored Olivia Rodrigo on Her New Album,https://www.rollingstone.com/music/music-news/olivia-rodrigo-feuds-friends-influences-1234822367/,"Rodrigo also talks about stanning Rage Against the Machine, those alleged celebrity feud 'conspiracy theories,' and crushing on young Nicolas Cage in hernewRolling Stonecover story",Baby You're a Firework
